time_stamp,Month,Average 60 m temperature,Average 60 m wind speed,Vector-averaged 60 m wind speed,Vector-averaged 60 m wind direction,Standard deviation of 60 m wind direction,Total precipitaion for the period,Estimated heat flux,Estimated friction velocity,Average 10 m temperature,Average 10 m wind speed,Vector-averaged 10 m wind speed,Vector-averaged 10 m wind direction,Standard deviation of 10 m wind direction,Average global irrradiation,Average net radiation,Estimated surface roughness length,day_month,Average 10 m vapor pressure,Average 10 m dew point temperature,hour_min,time_stamp,target,p_target
2020_01_23_01_30,01,-1.1427,530.34,523.45,189.16,9.2359,0.0,0.0,25.04,-0.7156,419.07,409.27,190.65,12.385,0.0,-3.587,1.05,23,0.45,-4.1647,01_30,2020_01_23_01_30,0,0
2020_01_23_01_45,01,-1.4697,588.62,582.52,185.73,8.2504,0.0,0.0,29.01,-1.0146,460.18,451.23,190.42,11.296,0.0,-4.32,1.5,23,0.465,-3.7101,01_45,2020_01_23_01_45,0,0
2020_01_23_02_00,01,-1.8515,670.51,665.0,180.6,7.3443,0.0,0.0,44.88,-1.4091,473.64,462.59,185.76,12.373,0.0,-4.6362,13.23,23,0.484,-3.1814,02_00,2020_01_23_02_00,0,0
2020_01_23_02_15,01,-2.0356,587.59,583.05,175.84,7.1184,0.0,0.0,37.19,-1.6374,424.04,417.55,181.72,10.022,0.0,-4.3862,9.35,23,0.498,-2.7861,02_15,2020_01_23_02_15,0,0
2020_01_23_02_30,01,-2.1026,569.91,563.77,177.35,8.4059,0.0,0.0,34.01,-1.7171,420.09,411.68,181.66,11.458,0.0,-4.244,6.34,23,0.506,-2.5726,02_30,2020_01_23_02_30,0,0
2020_01_23_02_45,01,-2.136,502.55,499.41,168.27,6.3998,0.0,0.0,31.03,-1.7787,365.62,358.56,171.72,11.255999999999998,0.0,-3.885,8.01,23,0.511,-2.4582,02_45,2020_01_23_02_45,0,0
2020_01_23_03_00,01,-2.1394,466.96,462.79,167.97,7.6508,0.0,0.0,26.14,-1.7927,351.07,346.53,168.58,9.2104,0.0,-3.4628,4.08,23,0.513,-2.4047,03_00,2020_01_23_03_00,0,0
2020_01_23_03_15,01,-2.1096,490.57,485.21,169.0,8.471,0.0,0.0,30.12,-1.7651,357.67,348.95,171.05,12.651,0.0,-3.5857,7.71,23,0.516,-2.3103,03_15,2020_01_23_03_15,0,0
2020_01_23_03_30,01,-2.0153,467.2,461.52,172.77,8.9309,0.0,0.0,26.16,-1.6747,351.12,343.32,178.1,12.074000000000002,0.0,-3.729,4.09,23,0.522,-2.1695,03_30,2020_01_23_03_30,0,0
2020_01_23_03_45,01,-1.9051,478.88,473.68,175.43,8.4387,0.0,0.0,29.23,-1.5782,349.76,342.88,178.24,11.362,0.0,-3.6773,7.43,23,0.526,-2.7030000000000003,03_45,2020_01_23_03_45,0,0
2020_01_23_04_00,01,-1.8225,558.62,550.89,175.48,9.5317,0.0,0.0,27.47,-1.4745,436.94,427.37,178.45,11.985,0.0,-3.7565,1.48,23,0.529,-1.9902,04_00,2020_01_23_04_00,0,0
2020_01_23_04_15,01,-1.8366,443.94,438.02,167.46,9.3588,0.2,0.0,25.37,-1.4811,331.31,324.02,170.79,12.017000000000001,0.0,-3.5235,4.75,23,0.531,-1.9464,04_15,2020_01_23_04_15,0,0
2020_01_23_04_30,01,-1.8824,517.49,510.09,173.25,9.6874,0.0,0.0,23.23,-1.5111,413.93,401.21,171.36,14.199000000000002,0.0,-3.3784,0.68,23,0.531,-1.9391,04_30,2020_01_23_04_30,0,0
2020_01_23_04_45,01,-1.9716,537.52,529.58,179.6,9.8446,0.0,0.0,32.19,-1.5649,395.63,387.89,181.4,11.328,0.0,-3.8705,6.5,23,0.526,-2.615,04_45,2020_01_23_04_45,0,0
2020_01_23_05_00,01,-2.0421,459.15,454.27,169.1,8.3439,0.2,0.0,20.3,-1.6141,367.4,361.4,168.91,10.347999999999999,0.0,-3.8931,0.61,23,0.523,-2.1512,05_00,2020_01_23_05_00,0,0
2020_01_23_05_15,01,-2.061,461.78,456.85,168.55,8.3665,0.0,0.0,18.3,-1.6449,378.13,370.73,168.31,11.332,0.0,-3.8246,0.21,23,0.518,-2.2679,05_15,2020_01_23_05_15,0,0
2020_01_23_05_30,01,-2.0574,492.83,487.1,170.26,8.7343,0.0,0.0,24.04,-1.6865,385.69,378.43,175.01,11.114,0.0,-3.6809,1.4,23,0.52,-2.2221,05_30,2020_01_23_05_30,0,0
2020_01_23_05_45,01,-2.0351,502.26,496.93,175.28,8.3446,0.0,0.0,40.7,-1.7082,323.71,317.5,175.19,11.225,0.0,-3.5967,38.4,23,0.517,-2.2977,05_45,2020_01_23_05_45,0,0
2020_01_23_06_00,01,-1.9913,522.54,517.56,176.82,7.9132,0.0,0.0,38.34,-1.6596,354.09,347.64,179.45,10.929,0.0,-4.0564,22.72,23,0.519,-2.2451,06_00,2020_01_23_06_00,0,0
2020_01_23_06_15,01,-2.0232,449.55,444.07,172.3,8.9396,0.0,0.0,22.46,-1.6417,348.88,342.18,174.06,11.23,0.0,-3.9258,1.73,23,0.518,-2.2718,06_15,2020_01_23_06_15,0,0
2020_01_23_06_30,01,-2.0556,408.06,403.74,169.25,8.3279,0.0,0.0,17.93,-1.6443,325.81,320.84,172.91,10.0,0.0,-3.8731,0.59,23,0.52,-2.2267,06_30,2020_01_23_06_30,0,0
2020_01_23_06_45,01,-1.9683,384.29,379.58,169.85,8.9587,0.0,0.0,18.49,-1.5828,300.25,294.81,176.52,10.897,0.0,-3.4453,1.3,23,0.525,-2.952,06_45,2020_01_23_06_45,0,0
2020_01_23_07_00,01,-1.8228,401.99,396.82,171.69,9.1898,0.0,0.0,26.16,-1.4771,286.16,278.58,176.22,13.177999999999999,0.0,-3.2103,11.32,23,0.529,-1.9757,07_00,2020_01_23_07_00,0,0
2020_01_23_07_15,01,-1.7263,417.18,411.95,169.81,9.0668,0.0,0.0,25.15,-1.3737,305.74,299.68,175.25,11.405,0.251,-2.9822,6.88,23,0.531,-1.9284,07_15,2020_01_23_07_15,0,0
2020_01_23_07_30,01,-1.6625,402.7,396.32,164.98,10.196,0.2,0.0,23.31,-1.2913,299.27,290.3,167.48,14.025,1.3329,-2.6149,5.2,23,0.536,-1.8209,07_30,2020_01_23_07_30,0,0
2020_01_23_07_45,01,-1.7344,408.53,402.91,161.07,9.4992,0.0,0.0,17.3,-1.2966,331.2,321.68,165.94,13.728,3.3117,-1.601,0.39,23,0.536,-1.8061,07_45,2020_01_23_07_45,0,1
2020_01_23_08_00,01,-1.7676,426.76,421.42,162.32,9.0667,0.0,0.0,21.38,-1.335,333.33,325.6,169.96,12.334000000000001,7.7363,0.291,1.67,23,0.536,-1.7986,08_00,2020_01_23_08_00,1,1
2020_01_23_08_15,01,-1.673,411.51,404.98,164.97,10.205,0.2,0.0,17.44,-1.2784,335.63,329.1,169.44,11.299000000000001,10.68,1.6357,0.37,23,0.539,-1.731,08_15,2020_01_23_08_15,1,1
2020_01_23_08_30,01,-1.6257,364.57,357.08,159.92,11.607999999999999,0.0,0.0,21.13,-1.2382,272.82,262.94,160.97,15.414000000000001,17.041,3.8474,5.03,23,0.542,-1.6484,08_30,2020_01_23_08_30,1,1
2020_01_23_08_45,01,-1.5418,390.54,384.41,157.3,10.148,0.0,0.0,14.49,-1.1418,330.9,319.56,162.59,14.994000000000002,24.247,6.2144,0.09,23,0.547,-1.5354,08_45,2020_01_23_08_45,1,1
2020_01_23_09_00,01,-1.4058,496.43,485.24,170.63,12.161,0.0,0.0,21.74,-0.989,403.11,385.56,178.0,16.901,31.831,8.2249,0.5,23,0.55,-1.4614,09_00,2020_01_23_09_00,1,1
2020_01_23_09_15,01,-1.3742,530.98,519.87,169.67,11.719000000000001,0.2,0.0,21.37,-0.9493,439.95,423.57,178.91,15.63,38.349000000000004,10.058,0.22,23,0.5429999999999999,-1.6345,09_15,2020_01_23_09_15,1,1
2020_01_23_09_30,01,-1.3353,417.7,408.96,173.96,11.710999999999999,0.0,0.0,16.0,-0.9104,352.71,341.18,183.66,14.642000000000001,38.961,9.9542,0.12,23,0.545,-1.5896,09_30,2020_01_23_09_30,1,1
2020_01_23_09_45,01,-1.293,414.02,402.94,169.55,13.248,0.0,0.0,22.88,-0.8192,316.57,305.05,180.5,15.447000000000001,48.714,12.360999999999999,3.43,23,0.5489999999999999,-1.4836,09_45,2020_01_23_09_45,1,1
2020_01_23_10_00,01,-1.1987,476.3,466.69,174.88,11.511,0.0,0.0,23.39,-0.6772,378.24,367.14,176.83,13.87,72.801,19.182000000000002,1.31,23,0.5539999999999999,-1.3624,10_00,2020_01_23_10_00,1,1
2020_01_23_10_15,01,-1.0648,493.5,483.17,177.38,11.72,0.0,0.0,27.66,-0.5496,375.57,360.64,179.06,16.154,77.07,21.345,3.81,23,0.556,-1.3213,10_15,2020_01_23_10_15,1,2
2020_01_23_10_30,01,-0.9137,454.54,446.17,174.67,10.994000000000002,0.0,0.0,21.37,-0.3928,372.84,361.1,176.87,14.378,124.81,42.291000000000004,0.76,23,0.564,-1.1155,10_30,2020_01_23_10_30,2,1
2020_01_23_10_45,01,-0.7627,482.73,474.38,172.71,10.651,0.0,0.0,18.33,-0.2826,414.27,401.63,178.63,14.151,93.352,31.316,0.09,23,0.569,-1.46,10_45,2020_01_23_10_45,1,1
2020_01_23_11_00,01,-0.667,413.0,405.51,168.2,10.905999999999999,0.0,99999.0,99999.0,-0.2156,396.43,388.83,176.88,11.213,82.995,28.344,99999.0,23,0.574,0.8838,11_00,2020_01_23_11_00,1,1
2020_01_23_11_15,01,-0.7067,484.41,479.28,166.18,8.3349,0.0,0.0,19.44,-0.2686,405.22,393.47,174.48,13.78,54.287,17.205,0.19,23,0.579,0.7537,11_15,2020_01_23_11_15,1,1
2020_01_23_11_30,01,-0.6906,438.67,428.26,169.38,12.477,0.0,0.0,51.33,-0.2636,214.54,293.77,159.56,0.0,51.643,17.057000000000002,180.21,23,0.5820000000000001,0.6879,11_30,2020_01_23_11_30,1,1
2020_01_23_11_45,01,-0.6566,511.04,502.47,175.52,10.487,0.0,0.0,36.11,-0.235,354.55,284.01,153.51,36.129,66.553,22.475,17.85,23,0.584,0.6341,11_45,2020_01_23_11_45,1,1
2020_01_23_12_00,01,-0.5874,540.89,533.33,172.4,9.5728,0.0,0.0,52.38,-0.1096,312.45,257.76,135.18,33.888000000000005,85.171,29.226999999999997,86.66,23,0.586,0.5877,12_00,2020_01_23_12_00,1,2
2020_01_23_12_15,01,-0.5158,462.0,453.0,160.77,11.302999999999999,0.0,0.0,23.04,0.008,372.0,285.7,138.0,39.014,128.93,44.055,1.31,23,0.597,0.35,12_15,2020_01_23_12_15,2,2
2020_01_23_12_30,01,-0.4244,518.67,512.06,164.3,9.1391,0.0,0.0,32.53,0.0675,380.91,258.71,130.02,45.879,130.54,41.443999999999996,8.19,23,0.595,0.3862,12_30,2020_01_23_12_30,2,1
2020_01_23_12_45,01,-0.313,477.01,470.53,163.68,9.4442,0.0,0.0,27.96,0.1209,359.41,261.26,142.36,42.328,101.74,30.748,5.12,23,0.594,0.4125,12_45,2020_01_23_12_45,1,1
2020_01_23_13_00,01,-0.1398,512.29,506.71,168.53,8.4533,0.0,0.0,95.42,0.2991,95.338,258.26,112.11,0.0,109.99,34.085,663.87,23,0.596,0.3621,13_00,2020_01_23_13_00,1,1
2020_01_23_13_15,01,-0.068,487.7,481.66,166.64,9.0134,0.0,99999.0,99999.0,0.3714,99999.0,471.88,113.31,151.2,98.205,29.971,99999.0,23,0.604,0.1677,13_15,2020_01_23_13_15,1,1
2020_01_23_13_30,01,-0.0899,429.73,425.29,161.38,8.2372,0.2,0.0,28.47,0.3161,309.02,204.74,108.27,47.053000000000004,90.45299999999999,26.965999999999998,11.64,23,0.61,0.384,13_30,2020_01_23_13_30,1,1
2020_01_23_13_45,01,-0.0784,415.16,411.63,161.07,7.4645,0.0,99999.0,99999.0,0.3362,99999.0,421.89,131.78,116.22,79.366,24.105999999999998,99999.0,23,0.617,0.1139,13_45,2020_01_23_13_45,1,1
2020_01_23_14_00,01,-0.0444,464.52,459.66,155.33,8.2883,0.0,99999.0,99999.0,0.3582,99999.0,99999.0,99999.0,99999.0,66.744,20.434,99999.0,23,0.619,0.1605,14_00,2020_01_23_14_00,1,1
2020_01_23_14_15,01,-0.0278,448.33,442.58,161.44,9.174,0.0,99999.0,99999.0,0.373,99999.0,99999.0,99999.0,99999.0,69.986,22.095,99999.0,23,0.619,0.1672,14_15,2020_01_23_14_15,1,1
2020_01_23_14_30,01,0.0226,436.27,430.34,165.96,9.4426,0.0,99999.0,99999.0,0.4439,99999.0,99999.0,99999.0,99999.0,69.42,22.4,99999.0,23,0.626,0.3032,14_30,2020_01_23_14_30,1,1
2020_01_23_14_45,01,0.082,473.31,468.52,167.4,8.1453,0.0,99999.0,99999.0,0.461,99999.0,99999.0,99999.0,99999.0,39.57,12.015,99999.0,23,0.621,0.2046,14_45,2020_01_23_14_45,1,1
2020_01_23_15_00,01,0.0914,485.4,480.45,170.3,8.1835,0.0,99999.0,99999.0,0.4385,99999.0,99999.0,99999.0,99999.0,39.178000000000004,12.033,99999.0,23,0.622,0.2347,15_00,2020_01_23_15_00,1,1
2020_01_23_15_15,01,0.0982,520.94,515.25,170.27,8.4658,0.0,99999.0,99999.0,0.4638,99999.0,99999.0,99999.0,99999.0,35.419000000000004,11.22,99999.0,23,0.622,0.2233,15_15,2020_01_23_15_15,1,1
2020_01_23_15_30,01,0.0819,445.89,440.38,164.58,9.0001,0.0,99999.0,99999.0,0.4356,99999.0,99999.0,99999.0,99999.0,35.941,11.536,99999.0,23,0.622,0.2349,15_30,2020_01_23_15_30,1,1
2020_01_23_15_45,01,-0.0179,394.87,390.24,152.95,8.7645,0.0,99999.0,99999.0,0.3568,99999.0,99999.0,99999.0,99999.0,24.574,7.3261,99999.0,23,0.623,0.2437,15_45,2020_01_23_15_45,1,1
2020_01_23_16_00,01,-0.0323,414.5,410.25,158.83,8.2067,0.0,99999.0,99999.0,0.346,99999.0,99999.0,99999.0,99999.0,20.888,6.0858,99999.0,23,0.625,0.2823,16_00,2020_01_23_16_00,1,1
2020_01_23_16_15,01,-0.0708,393.62,389.67,144.78,8.1179,0.0,99999.0,99999.0,0.3031,99999.0,99999.0,99999.0,99999.0,17.567999999999998,4.8933,99999.0,23,0.623,0.252,16_15,2020_01_23_16_15,1,1
2020_01_23_16_30,01,-0.0682,407.17,404.69,140.39,6.3321,0.0,99999.0,99999.0,0.2505,99999.0,99999.0,99999.0,99999.0,10.665999999999999,2.4407,99999.0,23,0.623,0.243,16_30,2020_01_23_16_30,1,0
2020_01_23_16_45,01,-0.0449,385.45,382.68,139.61,6.8636,0.0,99999.0,99999.0,0.2306,99999.0,99999.0,99999.0,99999.0,3.8626,-0.2485,99999.0,23,0.623,0.2545,16_45,2020_01_23_16_45,0,0
2020_01_23_17_00,01,-0.046,381.54,377.85,137.01,7.9653,0.0,99999.0,99999.0,0.209,99999.0,99999.0,99999.0,99999.0,1.3488,-1.4478,99999.0,23,0.622,0.2251,17_00,2020_01_23_17_00,0,0
2020_01_23_17_15,01,-0.0931,350.37,347.0,140.64,7.9407,0.0,99999.0,99999.0,0.2068,99999.0,99999.0,99999.0,99999.0,0.0,-1.9432,99999.0,23,0.626,0.3075,17_15,2020_01_23_17_15,0,0
2020_01_23_17_30,01,-0.1562,288.0,285.02,130.69,8.2391,0.0,99999.0,99999.0,0.1462,99999.0,99999.0,99999.0,99999.0,0.0,-1.6596,99999.0,23,0.626,0.3022,17_30,2020_01_23_17_30,0,0
2020_01_23_17_45,01,-0.1641,307.39,303.73,123.11,8.8373,0.0,99999.0,99999.0,0.0943,99999.0,99999.0,99999.0,99999.0,0.0,-1.3175,99999.0,23,0.621,0.2104,17_45,2020_01_23_17_45,0,0
2020_01_23_18_00,01,-0.1532,325.18,324.21,118.93,4.4276,0.0,99999.0,99999.0,0.0632,99999.0,99999.0,99999.0,99999.0,0.0,-0.9972,99999.0,23,0.621,0.2097,18_00,2020_01_23_18_00,0,0
2020_01_23_18_15,01,-0.0891,342.4,340.46,122.99,6.0986,0.0,99999.0,99999.0,0.0644,99999.0,99999.0,99999.0,99999.0,0.0,-1.0324,99999.0,23,0.625,0.2857,18_15,2020_01_23_18_15,0,0
2020_01_23_18_30,01,-0.0991,353.98,353.2,118.63,3.7932,0.0,99999.0,99999.0,0.0358,99999.0,99999.0,99999.0,99999.0,0.0,-0.9715,99999.0,23,0.625,0.28,18_30,2020_01_23_18_30,0,0
2020_01_23_18_45,01,-0.1091,352.64,351.39,114.76,4.8209,0.0,99999.0,99999.0,0.0135,99999.0,99999.0,99999.0,99999.0,0.0,-0.855,99999.0,23,0.623,0.253,18_45,2020_01_23_18_45,0,0
2020_01_23_19_00,01,-0.0832,356.02,354.42,103.29,5.4286,0.0,99999.0,99999.0,0.0736,99999.0,99999.0,99999.0,99999.0,0.0,-1.1677,99999.0,23,0.626,0.3034,19_00,2020_01_23_19_00,0,0
2020_01_23_19_15,01,-0.057,367.96,365.79,87.115,6.2189,0.0,99999.0,99999.0,0.1847,99999.0,99999.0,99999.0,99999.0,0.0,-1.8708,99999.0,23,0.629,0.388,19_15,2020_01_23_19_15,0,0
2020_01_23_19_30,01,-0.0301,400.8,398.51,86.751,6.1218,0.0,99999.0,99999.0,0.1956,99999.0,99999.0,99999.0,99999.0,0.0,-2.4151,99999.0,23,0.629,0.3787,19_30,2020_01_23_19_30,0,0
2020_01_23_19_45,01,0.0466,423.37,419.88,94.82700000000001,7.3597,0.0,99999.0,99999.0,0.2723,99999.0,99999.0,99999.0,99999.0,0.0,-2.1633,99999.0,23,0.631,0.4315,19_45,2020_01_23_19_45,0,0
2020_01_23_20_00,01,0.0741,425.01,422.57,96.274,6.1336,0.0,99999.0,99999.0,0.2603,99999.0,99999.0,99999.0,99999.0,0.0,-1.9661,99999.0,23,0.629,0.372,20_00,2020_01_23_20_00,0,0
2020_01_23_20_15,01,0.1014,421.56,419.43,95.67399999999999,5.7661,0.0,99999.0,99999.0,0.278,99999.0,99999.0,99999.0,99999.0,0.0,-1.6618,99999.0,23,0.626,0.3185,20_15,2020_01_23_20_15,0,0
2020_01_23_20_30,01,0.0949,421.08,419.38,92.22399999999999,5.1569,0.0,99999.0,99999.0,0.2838,99999.0,99999.0,99999.0,99999.0,0.0,-1.792,99999.0,23,0.627,0.3271,20_30,2020_01_23_20_30,0,0
2020_01_23_20_45,01,0.0582,388.91,387.11,87.656,5.5142,0.0,99999.0,99999.0,0.1814,99999.0,99999.0,99999.0,99999.0,0.0,-1.8319,99999.0,23,0.63,0.3995,20_45,2020_01_23_20_45,0,0
2020_01_23_21_00,01,0.0954,406.82,404.97,89.72200000000001,5.4686,0.0,99999.0,99999.0,0.2215,99999.0,99999.0,99999.0,99999.0,0.0,-1.9529,99999.0,23,0.629,0.3742,21_00,2020_01_23_21_00,0,0
2020_01_23_21_15,01,0.2013,151.66,47.223,27.33,67.217,0.0,99999.0,99999.0,0.2668,99999.0,99999.0,99999.0,99999.0,0.0,-2.332,99999.0,23,0.637,0.5451,21_15,2020_01_23_21_15,0,0
2020_01_23_21_30,01,0.3293,141.44,35.157,35.255,70.215,0.0,99999.0,99999.0,0.3029,99999.0,99999.0,99999.0,99999.0,0.0,-2.4556,99999.0,23,0.635,0.5139,21_30,2020_01_23_21_30,0,0
2020_01_23_21_45,01,0.4045,392.08,388.0,85.53299999999999,8.2663,0.0,99999.0,99999.0,0.3461,99999.0,99999.0,99999.0,99999.0,0.0,-2.6448,99999.0,23,0.639,0.6034,21_45,2020_01_23_21_45,0,0
2020_01_23_22_00,01,0.4147,468.63,454.9,93.961,13.867,0.0,99999.0,99999.0,0.292,99999.0,99999.0,99999.0,99999.0,0.0,-2.5516,99999.0,23,0.635,0.5203,22_00,2020_01_23_22_00,0,0
2020_01_23_22_15,01,0.371,529.56,527.22,98.075,5.3842,0.0,99999.0,99999.0,0.2339,99999.0,99999.0,99999.0,99999.0,0.0,-2.2489,99999.0,23,0.631,0.4258,22_15,2020_01_23_22_15,0,0
2020_01_23_22_30,01,0.303,878.7,663.12,128.33,40.121,0.0,99999.0,99999.0,0.2263,99999.0,99999.0,99999.0,99999.0,0.0,-2.0494,99999.0,23,0.63,0.4039,22_30,2020_01_23_22_30,0,0
2020_01_23_22_45,01,0.1574,5003.7,5003.3,160.64,0.7546,0.2,99999.0,99999.0,0.1733,99999.0,99999.0,99999.0,99999.0,0.0,-1.6,99999.0,23,0.627,0.3316,22_45,2020_01_23_22_45,0,0
2020_01_23_23_00,01,0.0847,5003.6,5003.2,160.66,0.772,0.0,99999.0,99999.0,0.1694,99999.0,99999.0,99999.0,99999.0,0.0,-1.5092,99999.0,23,0.627,0.346,23_00,2020_01_23_23_00,0,0
2020_01_23_23_15,01,0.0702,5003.6,5003.6,160.61,0.074,0.0,99999.0,99999.0,0.1906,99999.0,99999.0,99999.0,99999.0,0.0,-1.5498,99999.0,23,0.63,0.4016,23_15,2020_01_23_23_15,0,0
2020_01_23_23_30,01,0.0847,5003.6,5003.2,160.65,0.7577,0.2,99999.0,99999.0,0.1537,99999.0,99999.0,99999.0,99999.0,0.0,-1.4157,99999.0,23,0.628,0.3629,23_30,2020_01_23_23_30,0,0
2020_01_23_23_45,01,0.0898,5003.6,5003.5,160.6,0.074,0.0,99999.0,99999.0,0.1505,99999.0,99999.0,99999.0,99999.0,0.0,-1.3858,99999.0,23,0.632,0.4517,23_45,2020_01_23_23_45,0,0
2020_01_23_00_00,01,0.1075,5003.7,5003.7,160.6,0.0884,0.2,99999.0,99999.0,0.2002,99999.0,99999.0,99999.0,99999.0,0.0,-1.6578,99999.0,23,0.636,0.5397,00_00,2020_01_23_00_00,0,0
2020_01_24_00_15,01,0.3028,5003.7,5003.3,160.64,0.7535,0.2,99999.0,99999.0,0.3106,99999.0,99999.0,99999.0,99999.0,0.0,-1.9507,99999.0,24,0.638,0.566,00_15,2020_01_24_00_15,0,0
2020_01_24_00_30,01,0.5193,3029.9,2562.7,187.24,31.805999999999997,0.0,99999.0,99999.0,0.3888,99999.0,99999.0,99999.0,99999.0,0.0,-2.023,99999.0,24,0.645,0.7172,00_30,2020_01_24_00_30,0,0
2020_01_24_00_45,01,0.5513,2242.4,2208.1,218.72,10.025,0.2,99999.0,99999.0,0.4885,99999.0,99999.0,99999.0,99999.0,0.0,-2.0602,99999.0,24,0.6459999999999999,0.7535,00_45,2020_01_24_00_45,0,0
2020_01_24_01_00,01,0.592,2245.3,2244.6,219.67,1.3916,0.0,99999.0,99999.0,0.5445,99999.0,99999.0,99999.0,99999.0,0.0,-2.02,99999.0,24,0.648,0.7987,01_00,2020_01_24_01_00,0,0
2020_01_24_01_15,01,0.7172,2281.1,2273.9,219.82,4.5675,0.0,99999.0,99999.0,0.661,99999.0,99999.0,99999.0,99999.0,0.0,-1.3648,99999.0,24,0.657,0.9755,01_15,2020_01_24_01_15,0,1
2020_01_24_01_30,01,0.8306,2256.3,2255.7,219.36,1.4183,0.2,99999.0,99999.0,0.8258,99999.0,99999.0,99999.0,99999.0,0.0,0.3185,99999.0,24,0.6629999999999999,1.1008,01_30,2020_01_24_01_30,1,1
2020_01_24_01_45,01,0.8281,2258.2,2257.5,220.57,1.5105,0.0,99999.0,99999.0,0.8748,99999.0,99999.0,99999.0,99999.0,0.0,1.0427,99999.0,24,0.665,1.1464,01_45,2020_01_24_01_45,1,1
2020_01_24_02_00,01,0.8495,2234.7,2233.6,219.76,1.8163,0.2,99999.0,99999.0,0.9084,99999.0,99999.0,99999.0,99999.0,0.0,1.2962,99999.0,24,0.6679999999999999,1.2058,02_00,2020_01_24_02_00,1,1
2020_01_24_02_15,01,0.8414,2222.8,2221.9,220.75,1.6621,0.2,99999.0,99999.0,0.9159,99999.0,99999.0,99999.0,99999.0,0.0,0.7848,99999.0,24,0.664,1.1323,02_15,2020_01_24_02_15,1,1
2020_01_24_02_30,01,0.8244,2176.0,2174.8,220.95,1.9567,0.2,99999.0,99999.0,0.9429,99999.0,99999.0,99999.0,99999.0,0.0,0.9503,99999.0,24,0.669,1.2343,02_30,2020_01_24_02_30,1,1
2020_01_24_02_45,01,0.8592,2210.7,2209.4,219.9,1.9551,0.0,99999.0,99999.0,1.0053,99999.0,99999.0,99999.0,99999.0,0.0,1.1242,99999.0,24,0.672,1.297,02_45,2020_01_24_02_45,1,1
2020_01_24_03_00,01,0.9782,2256.7,2242.2,217.87,6.4919,0.0,99999.0,99999.0,1.1075,99999.0,99999.0,99999.0,99999.0,0.0,1.2686,99999.0,24,0.677,1.4073,03_00,2020_01_24_03_00,1,1
2020_01_24_03_15,01,1.0465,2235.3,2234.2,218.32,1.849,0.0,99999.0,99999.0,1.143,99999.0,99999.0,99999.0,99999.0,0.0,1.3802,99999.0,24,0.679,1.4394,03_15,2020_01_24_03_15,1,1
2020_01_24_03_30,01,1.012,1991.0,1976.7,220.15,6.8601,0.0,99999.0,99999.0,1.1685,99999.0,99999.0,99999.0,99999.0,0.0,1.3983,99999.0,24,0.682,1.4934,03_30,2020_01_24_03_30,1,1
2020_01_24_03_45,01,1.0739,1459.9,1453.5,218.76,5.3825,0.0,99999.0,99999.0,1.19,99999.0,99999.0,99999.0,99999.0,0.0,1.3982,99999.0,24,0.6829999999999999,1.5268,03_45,2020_01_24_03_45,1,1
2020_01_24_04_00,01,1.0523,1449.1,1443.0,218.47,5.2476,0.0,99999.0,99999.0,1.1812,99999.0,99999.0,99999.0,99999.0,0.0,1.1946,99999.0,24,0.679,1.4429,04_00,2020_01_24_04_00,1,1
2020_01_24_04_15,01,1.0387,1511.7,1510.8,219.04,2.0248,0.0,99999.0,99999.0,1.1857,99999.0,99999.0,99999.0,99999.0,0.0,1.241,99999.0,24,0.682,1.5039,04_15,2020_01_24_04_15,1,1
2020_01_24_04_30,01,1.0793,1498.8,1493.3,218.5,4.8962,0.0,99999.0,99999.0,1.1981,99999.0,99999.0,99999.0,99999.0,0.0,1.3187,99999.0,24,0.685,1.5678,04_30,2020_01_24_04_30,1,1
2020_01_24_04_45,01,1.0585,1526.8,1521.8,219.03,4.6133,0.2,99999.0,99999.0,1.2087,99999.0,99999.0,99999.0,99999.0,0.0,1.3822,99999.0,24,0.6829999999999999,1.5323,04_45,2020_01_24_04_45,1,1
2020_01_24_05_00,01,1.0539,1540.5,1539.4,219.47,2.1275,0.0,99999.0,99999.0,1.2178,99999.0,99999.0,99999.0,99999.0,0.0,1.4398,99999.0,24,0.685,1.5611,05_00,2020_01_24_05_00,1,1
2020_01_24_05_15,01,1.069,1558.0,1557.0,219.46,2.0883,0.0,99999.0,99999.0,1.2396,99999.0,99999.0,99999.0,99999.0,0.0,1.5651,99999.0,24,0.684,1.5376,05_15,2020_01_24_05_15,1,1
2020_01_24_05_30,01,1.0702,1542.2,1541.3,219.08,1.9678,0.0,99999.0,99999.0,1.264,99999.0,99999.0,99999.0,99999.0,0.0,1.6101,99999.0,24,0.6890000000000001,1.6495,05_30,2020_01_24_05_30,1,1
2020_01_24_05_45,01,1.1059,1517.4,1516.7,217.95,1.7178,0.0,99999.0,99999.0,1.2955,99999.0,99999.0,99999.0,99999.0,0.0,1.651,99999.0,24,0.69,1.6588,05_45,2020_01_24_05_45,1,1
2020_01_24_06_00,01,1.1366,1508.5,1508.0,217.68,1.4451,0.0,99999.0,99999.0,1.3181,99999.0,99999.0,99999.0,99999.0,0.0,1.6542,99999.0,24,0.6920000000000001,1.6993,06_00,2020_01_24_06_00,1,1
2020_01_24_06_15,01,1.1409,1548.1,1547.3,219.45,1.8879,0.0,99999.0,99999.0,1.3237,99999.0,99999.0,99999.0,99999.0,0.0,1.6791,99999.0,24,0.693,1.7311,06_15,2020_01_24_06_15,1,1
