Day of the month,Month,Year,Mid averaging-period time,"Pasquill stability class
",Average 60 m wind direction (scalar) (units: deg),"Average 60 m wind speed (scalar)
 (units: m/s)","Standard deviation of 60 m wind direction
(units: deg)","Average 60 m temperature 
(units:deg C)",Average 10 m wind direction (scalar) (units: deg),Average 10 m wind speed (scalar) (units: m/s),Standard deviation of 10 m wind direction (units: deg),Average 10 m temperature (units: deg C),"Average dew point temperature (units: deg C)
",Average relative humidity (units: %),Average temperature difference/100m (units: deg C/100m),Total precipitation (units: mm),Average solar radiation (units: Watts/m**2),Average net radiation (units: Watts/m**2),Average barometric pressure (units: kPa),Average water vapor pressure (units: kPa),Average 10 cm soil temperature (units: deg C),Average 100 cm soil temperature (units: deg C),Average 10 ft soil temperature (units: deg C)
1,3,20,30,X   ,183.0,6.4,7.5,-1.4,99999.0,99999.0,99999.0,-1.5,-6.0,71.3,0.3,0.0,0.00,-46.20,99.37,0.39,-0.2,3.4,7.1
1,3,20,130,X   ,182.1,6.6,7.4,-1.2,99999.0,99999.0,99999.0,-1.3,-6.1,69.5,0.3,0.0,0.00,-48.50,99.31,0.39,-0.2,3.4,7.1
1,3,20,230,X   ,179.7,6.6,8.3,-1.0,99999.0,99999.0,99999.0,-1.3,-6.1,69.2,0.5,0.0,0.00,-48.80,99.22,0.39,-0.2,3.4,7.1
1,3,20,330,X   ,179.2,7.8,6.9,-0.6,99999.0,99999.0,99999.0,-0.8,-6.1,66.4,0.4,0.0,0.00,-46.00,99.14,0.39,-0.2,3.4,7.1
1,3,20,430,X   ,179.8,8.0,7.3,-0.3,99999.0,99999.0,99999.0,-0.4,-5.6,67.0,0.2,0.0,0.00,-43.80,99.10,0.40,-0.2,3.4,7.1
1,3,20,530,X   ,175.1,8.0,7.0,0.1,99999.0,99999.0,99999.0,-0.1,-5.1,68.2,0.3,0.0,0.00,-39.40,99.02,0.42,-0.2,3.4,7.1
1,3,20,630,X   ,179.5,8.8,7.8,0.9,99999.0,99999.0,99999.0,0.9,-4.4,66.7,0.0,0.0,10.70,-17.60,98.95,0.44,-0.2,3.4,7.1
1,3,20,730,X   ,184.1,9.6,7.7,1.7,99999.0,99999.0,99999.0,1.9,-3.8,65.0,-0.3,0.0,94.60,36.20,98.93,0.46,-0.1,3.4,7.1
1,3,20,830,X   ,188.6,9.5,9.1,3.3,99999.0,99999.0,99999.0,3.6,-3.1,61.0,-0.6,0.0,284.60,144.10,98.92,0.49,-0.1,3.4,7.1
1,3,20,930,X   ,193.2,8.5,9.7,5.4,99999.0,99999.0,99999.0,5.8,-1.8,57.0,-0.8,0.0,488.90,278.70,98.97,0.54,-0.1,3.4,7.1
1,3,20,1030,X   ,192.6,7.5,9.6,7.5,99999.0,99999.0,99999.0,8.1,-0.5,53.5,-1.2,0.0,603.30,370.90,98.98,0.59,-0.1,3.4,7.1
1,3,20,1130,X   ,198.9,7.4,11.5,10.0,99999.0,99999.0,99999.0,10.8,0.9,49.9,-1.6,0.0,643.70,402.30,98.92,0.65,-0.1,3.4,7.2
1,3,20,1230,X   ,205.2,8.0,11.9,11.7,99999.0,99999.0,99999.0,12.5,2.1,48.6,-1.6,0.0,630.60,395.80,98.85,0.71,-0.1,3.5,7.2
1,3,20,1330,X   ,212.9,7.6,11.8,12.8,99999.0,99999.0,99999.0,13.5,3.3,49.5,-1.4,0.0,545.20,331.10,98.81,0.78,-0.1,3.5,7.2
1,3,20,1430,X   ,213.3,7.8,10.8,12.5,99999.0,99999.0,99999.0,13.1,4.2,53.8,-1.3,0.0,338.10,185.10,98.79,0.82,-0.1,3.5,7.2
1,3,20,1530,X   ,205.9,7.5,10.1,11.9,99999.0,99999.0,99999.0,12.4,4.9,59.4,-1.1,0.0,285.90,149.20,98.79,0.87,-0.1,3.5,7.2
1,3,20,1630,X   ,199.5,6.3,10.0,11.8,99999.0,99999.0,99999.0,12.2,5.8,64.3,-0.8,0.0,160.20,59.30,98.79,0.93,-0.1,3.5,7.2
1,3,20,1730,X   ,202.1,5.9,8.1,11.4,99999.0,99999.0,99999.0,11.5,6.3,69.5,-0.2,0.0,21.30,-29.10,98.76,0.96,-0.1,3.5,7.1
1,3,20,1830,X   ,201.5,6.3,9.9,10.6,99999.0,99999.0,99999.0,10.5,6.4,74.4,0.3,0.0,0.00,-35.70,98.70,0.96,-0.1,3.5,7.1
1,3,20,1930,X   ,210.9,6.7,5.6,10.8,99999.0,99999.0,99999.0,10.5,6.8,76.7,0.6,0.0,0.00,-28.50,98.68,0.99,-0.1,3.5,7.1
1,3,20,2030,X   ,210.0,6.8,4.6,10.9,99999.0,99999.0,99999.0,10.3,7.0,78.8,1.3,0.0,0.00,-20.40,98.65,1.00,-0.1,3.5,7.1
1,3,20,2130,X   ,210.2,6.6,6.4,10.9,99999.0,99999.0,99999.0,10.5,7.2,79.1,0.8,0.0,0.00,-0.90,98.64,1.02,-0.1,3.5,7.1
1,3,20,2230,X   ,228.7,5.7,9.8,10.9,99999.0,99999.0,99999.0,10.8,7.5,79.1,0.3,0.0,0.00,-1.80,98.64,1.04,-0.1,3.5,7.1
1,3,20,2330,X   ,240.2,5.3,13.3,10.1,99999.0,99999.0,99999.0,10.0,7.3,82.2,0.1,0.0,0.00,-18.90,98.62,1.03,-0.1,3.5,7.1
1,3,20,2400,X   ,196.6,7.3,8.3,6.7,99999.0,99999.0,99999.0,6.8,0.9,65.8,-0.2,0.0,171.10,80.30,98.90,0.69,-0.1,3.4,7.1
2,3,20,30,X   ,280.2,3.8,17.4,8.6,99999.0,99999.0,99999.0,8.5,6.2,84.0,0.1,0.0,0.00,-11.30,98.61,0.95,-0.1,3.5,7.1
2,3,20,130,X   ,315.2,4.3,7.0,7.7,99999.0,99999.0,99999.0,7.6,3.6,74.6,0.3,0.0,0.00,-33.00,98.59,0.79,-0.1,3.4,7.1
2,3,20,230,X   ,317.1,3.5,12.0,6.3,99999.0,99999.0,99999.0,6.1,1.4,70.3,0.4,0.0,0.00,-37.50,98.56,0.68,-0.1,3.4,7.1
2,3,20,330,X   ,299.5,3.7,13.8,4.9,99999.0,99999.0,99999.0,4.7,0.1,70.5,0.4,0.0,0.00,-33.30,98.57,0.62,-0.1,3.4,7.1
2,3,20,430,X   ,315.4,5.2,8.4,3.3,99999.0,99999.0,99999.0,3.0,-0.4,76.7,0.6,0.0,0.00,-50.70,98.55,0.60,-0.1,3.4,7.1
2,3,20,530,X   ,320.5,4.1,9.2,2.0,99999.0,99999.0,99999.0,1.8,-1.2,78.6,0.5,0.0,0.00,-49.80,98.56,0.56,-0.1,3.4,7.1
2,3,20,630,X   ,312.7,4.3,6.3,1.1,99999.0,99999.0,99999.0,0.9,-1.5,82.4,0.5,0.0,15.10,-35.40,98.57,0.55,-0.1,3.4,7.1
2,3,20,730,X   ,325.7,4.5,10.5,1.0,99999.0,99999.0,99999.0,1.1,-1.5,81.2,-0.2,0.0,116.10,30.30,98.61,0.55,-0.1,3.4,7.1
2,3,20,830,X   ,346.5,5.7,11.8,2.0,99999.0,99999.0,99999.0,2.4,-1.9,72.0,-0.8,0.0,269.30,131.80,98.66,0.53,-0.1,3.4,7.1
2,3,20,930,X   ,354.0,3.4,20.3,3.5,99999.0,99999.0,99999.0,3.9,-2.0,63.6,-0.9,0.0,500.60,284.40,98.74,0.53,-0.1,3.4,7.1
2,3,20,1030,X   ,303.5,2.5,42.0,4.9,99999.0,99999.0,99999.0,5.3,-1.9,57.9,-0.9,0.0,629.90,380.10,98.81,0.53,-0.1,3.4,7.1
2,3,20,1130,X   ,266.7,2.3,30.9,6.1,99999.0,99999.0,99999.0,6.6,-1.9,53.3,-1.2,0.0,689.70,419.10,98.77,0.53,-0.1,3.4,7.1
2,3,20,1230,X   ,277.5,3.2,22.4,6.9,99999.0,99999.0,99999.0,7.6,-2.0,49.7,-1.4,0.0,688.50,417.60,98.69,0.53,-0.1,3.4,7.1
2,3,20,1330,X   ,281.5,4.0,18.2,7.3,99999.0,99999.0,99999.0,8.0,-1.9,48.8,-1.3,0.0,546.60,315.70,98.66,0.53,-0.1,3.4,7.1
2,3,20,1430,X   ,267.6,5.2,16.6,7.2,99999.0,99999.0,99999.0,7.7,-0.8,54.1,-1.1,0.0,280.00,155.10,98.69,0.58,-0.1,3.4,7.1
2,3,20,1530,X   ,276.0,5.6,12.7,6.0,99999.0,99999.0,99999.0,6.4,-0.3,61.2,-0.8,0.0,96.20,51.60,98.66,0.60,-0.1,3.4,7.1
2,3,20,1630,X   ,290.0,4.3,13.4,5.2,99999.0,99999.0,99999.0,5.6,-0.1,65.8,-0.8,0.0,89.30,45.70,98.60,0.61,-0.1,3.4,7.1
2,3,20,1730,X   ,288.5,3.2,13.6,4.4,99999.0,99999.0,99999.0,4.7,0.1,71.0,-0.5,0.0,15.70,-9.40,98.55,0.62,-0.1,3.4,7.1
2,3,20,1830,X   ,297.1,3.3,5.5,3.7,99999.0,99999.0,99999.0,3.8,-0.2,73.6,-0.2,0.0,0.00,-42.60,98.50,0.60,-0.1,3.4,7.1
2,3,20,1930,X   ,288.1,3.5,5.9,3.1,99999.0,99999.0,99999.0,3.0,-0.4,76.7,0.1,0.0,0.00,-34.30,98.48,0.60,-0.1,3.4,7.1
2,3,20,2030,X   ,275.0,3.4,6.3,2.3,99999.0,99999.0,99999.0,2.1,-0.6,80.5,0.3,0.0,0.00,-46.80,98.49,0.59,-0.1,3.4,7.1
2,3,20,2130,X   ,280.6,3.3,6.3,1.7,99999.0,99999.0,99999.0,1.4,-0.8,83.6,0.6,0.0,0.00,-34.40,98.42,0.58,-0.2,3.4,7.0
2,3,20,2230,X   ,313.3,4.3,10.7,1.3,99999.0,99999.0,99999.0,1.0,-1.0,84.5,0.5,0.0,0.00,-20.70,98.31,0.57,-0.2,3.4,7.0
2,3,20,2330,X   ,305.8,4.5,9.2,0.8,99999.0,99999.0,99999.0,0.8,-1.2,84.9,0.1,0.0,0.00,-32.40,98.29,0.56,-0.2,3.4,7.0
2,3,20,2400,X   ,301.1,4.0,13.2,4.2,99999.0,99999.0,99999.0,4.3,-0.4,70.8,-0.2,0.0,164.00,73.30,98.58,0.60,-0.1,3.4,7.1
3,3,20,30,X   ,267.1,2.4,13.5,0.3,99999.0,99999.0,99999.0,0.1,-1.6,87.4,0.5,0.0,0.00,-38.90,98.27,0.55,-0.2,3.3,7.0
3,3,20,130,X   ,290.7,3.9,5.5,-0.3,99999.0,99999.0,99999.0,-0.6,-2.0,88.8,0.6,0.0,0.00,-33.50,98.23,0.53,-0.2,3.3,7.0
3,3,20,230,X   ,283.2,3.9,5.7,-0.7,99999.0,99999.0,99999.0,-1.1,-2.4,89.7,0.7,0.0,0.00,-18.70,98.17,0.51,-0.2,3.3,7.0
3,3,20,330,X   ,259.3,3.6,5.3,-0.6,99999.0,99999.0,99999.0,-0.9,-2.4,88.4,0.4,0.0,0.00,-8.50,98.08,0.51,-0.2,3.3,7.0
3,3,20,430,X   ,246.4,3.9,6.7,-0.9,99999.0,99999.0,99999.0,-1.0,-2.5,88.7,0.2,0.0,0.00,-29.50,98.10,0.51,-0.2,3.3,7.0
3,3,20,530,X   ,249.6,4.1,6.7,-1.0,99999.0,99999.0,99999.0,-1.1,-2.6,88.9,0.2,0.0,0.00,-30.30,98.09,0.50,-0.2,3.3,7.0
3,3,20,630,X   ,240.8,4.6,13.6,-1.1,99999.0,99999.0,99999.0,-1.3,-2.7,89.8,0.5,0.0,24.50,-19.00,98.06,0.50,-0.2,3.3,7.0
3,3,20,730,X   ,230.2,5.0,6.3,-0.4,99999.0,99999.0,99999.0,-0.3,-2.2,86.5,-0.1,0.0,68.50,35.20,98.06,0.52,-0.1,3.3,7.0
3,3,20,830,X   ,211.8,4.9,9.1,0.6,99999.0,99999.0,99999.0,0.7,-1.4,84.5,-0.3,0.0,83.90,55.80,98.09,0.55,-0.1,3.3,7.0
3,3,20,930,X   ,211.1,6.3,13.4,2.3,99999.0,99999.0,99999.0,2.7,-0.2,79.9,-0.7,0.0,312.20,184.60,98.07,0.60,-0.1,3.4,7.0
3,3,20,1030,X   ,245.9,9.4,9.3,4.6,99999.0,99999.0,99999.0,5.2,0.2,68.5,-1.3,2.2,620.80,375.90,98.12,0.62,-0.1,3.4,7.1
3,3,20,1130,X   ,257.5,9.8,9.6,6.3,99999.0,99999.0,99999.0,7.1,0.5,61.8,-1.6,0.0,631.50,384.20,98.17,0.63,-0.1,3.4,7.1
3,3,20,1230,X   ,262.7    1,1.8,12.2,7.3,99999.0,99999.0,99999.0,8.1,0.5,57.5,-1.6,0.0,529.70,339.00,98.19,0.63,-0.1,3.4,7.1
3,3,20,1330,X   ,276.1    1,2.8,9.2,7.1,99999.0,99999.0,99999.0,7.6,0.1,58.1,-1.1,0.0,292.30,173.90,98.24,0.62,-0.1,3.4,7.1
3,3,20,1430,X   ,278.6    1,2.7,10.5,7.1,99999.0,99999.0,99999.0,7.7,-0.8,53.9,-1.0,0.0,295.10,165.70,98.31,0.58,-0.1,3.4,7.1
3,3,20,1530,X   ,280.8    1,2.8,9.5,6.8,99999.0,99999.0,99999.0,7.3,-1.4,53.3,-0.9,0.0,242.40,108.20,98.40,0.55,-0.1,3.4,7.1
3,3,20,1630,X   ,281.2    1,0.0,10.9,7.0,99999.0,99999.0,99999.0,7.4,-2.5,48.5,-0.9,0.0,228.60,73.80,98.51,0.51,-0.1,3.4,7.1
3,3,20,1730,X   ,280.2    1,0.8,9.7,6.5,99999.0,99999.0,99999.0,6.6,-3.7,46.8,-0.3,0.0,41.00,-56.90,98.61,0.47,-0.1,3.4,7.1
3,3,20,1830,X   ,273.5,8.2,11.8,5.6,99999.0,99999.0,99999.0,5.6,-3.7,50.1,0.0,0.0,0.00,-68.30,98.65,0.47,-0.1,3.3,7.0
3,3,20,1930,X   ,254.8,6.8,6.4,4.8,99999.0,99999.0,99999.0,4.6,-2.7,57.8,0.4,0.0,0.00,-64.30,98.69,0.50,-0.1,3.3,7.0
3,3,20,2030,X   ,248.3,6.7,6.0,4.4,99999.0,99999.0,99999.0,4.0,-2.8,60.0,0.8,0.0,0.00,-60.50,98.70,0.50,-0.1,3.3,7.0
3,3,20,2130,X   ,245.0,6.6,5.1,3.9,99999.0,99999.0,99999.0,3.5,-2.6,63.0,0.8,0.0,0.00,-58.70,98.69,0.51,-0.1,3.3,7.0
3,3,20,2230,X   ,243.8,6.8,4.8,3.9,99999.0,99999.0,99999.0,3.3,-2.8,62.7,1.2,0.0,0.00,-57.20,98.67,0.50,-0.1,3.3,7.0
3,3,20,2330,X   ,241.8,6.4,5.8,3.8,99999.0,99999.0,99999.0,3.1,-3.0,63.1,1.4,0.0,0.00,-50.20,98.67,0.49,-0.1,3.3,7.0
3,3,20,2400,X   ,260.5,7.3,7.5,3.2,99999.0,99999.0,99999.0,3.3,-1.9,69.9,-0.1,2.2,140.40,54.20,98.33,0.54,-0.1,3.4,7.0
4,3,20,30,X   ,240.3,6.3,8.7,3.5,99999.0,99999.0,99999.0,3.2,-2.9,63.4,0.8,0.0,0.00,-26.30,98.69,0.50,-0.1,3.3,7.0
4,3,20,130,X   ,249.1,6.1,12.1,3.1,99999.0,99999.0,99999.0,2.6,-2.8,65.8,0.9,0.0,0.00,-49.00,98.71,0.50,-0.1,3.3,7.0
4,3,20,230,X   ,276.3,5.1,12.1,3.2,99999.0,99999.0,99999.0,2.4,-2.8,67.4,1.7,0.0,0.00,-37.90,98.67,0.50,-0.2,3.3,7.0
4,3,20,330,X   ,295.1,4.3,12.1,2.7,99999.0,99999.0,99999.0,1.7,-2.7,70.9,2.1,0.0,0.00,-21.30,98.69,0.50,-0.2,3.3,7.0
4,3,20,430,X   ,330.4,4.7,15.5,2.5,99999.0,99999.0,99999.0,2.3,-2.1,71.3,0.4,0.0,0.00,-7.00,98.76,0.53,-0.1,3.3,7.0
4,3,20,530,X   ,329.3,2.7,16.6,1.8,99999.0,99999.0,99999.0,1.9,-0.3,84.0,-0.2,0.4,0.00,-4.40,98.82,0.60,-0.1,3.3,7.0
4,3,20,630,X   ,296.5,2.0,19.1,1.1,99999.0,99999.0,99999.0,1.0,0.3,93.4,0.4,0.2,14.90,5.40,98.85,0.63,-0.1,3.3,7.0
4,3,20,730,X   ,286.0,2.3,14.6,1.5,99999.0,99999.0,99999.0,1.3,0.9,94.9,0.3,0.0,133.90,47.80,98.90,0.66,-0.1,3.3,7.0
4,3,20,830,X   ,314.8,5.6,15.1,2.3,99999.0,99999.0,99999.0,2.6,0.1,82.3,-0.6,0.0,355.20,206.70,99.09,0.62,-0.1,3.4,7.0
4,3,20,930,X   ,323.9,6.2,14.0,2.8,99999.0,99999.0,99999.0,3.2,-1.3,70.6,-0.9,0.0,522.80,304.70,99.21,0.56,-0.1,3.4,7.0
4,3,20,1030,X   ,326.4,4.7,18.5,3.8,99999.0,99999.0,99999.0,4.3,-2.6,59.5,-1.0,0.0,659.40,386.30,99.29,0.51,-0.1,3.4,7.1
4,3,20,1130,X   ,315.2,4.9,20.5,5.0,99999.0,99999.0,99999.0,5.7,-3.8,49.5,-1.4,0.0,730.20,439.60,99.30,0.46,-0.1,3.4,7.0
4,3,20,1230,X   ,321.3,5.0,21.3,5.7,99999.0,99999.0,99999.0,6.5,-4.9,42.9,-1.6,0.0,728.30,438.90,99.24,0.42,-0.1,3.4,7.0
4,3,20,1330,X   ,313.5,3.2,30.6,6.5,99999.0,99999.0,99999.0,7.2,-5.4,39.4,-1.4,0.0,667.50,388.50,99.26,0.41,-0.1,3.4,7.0
4,3,20,1430,X   ,291.3,4.7,21.4,7.1,99999.0,99999.0,99999.0,7.8,-7.0,33.7,-1.4,0.0,560.10,298.80,99.38,0.36,-0.1,3.4,7.0
4,3,20,1530,X   ,275.6,5.3,12.8,7.4,99999.0,99999.0,99999.0,8.0,-6.2,35.4,-1.2,0.0,401.90,181.10,99.50,0.38,-0.1,3.4,7.0
4,3,20,1630,X   ,261.2,7.0,12.5,7.0,99999.0,99999.0,99999.0,7.5,-4.9,40.6,-0.9,0.0,211.00,48.20,99.61,0.43,-0.1,3.4,7.0
4,3,20,1730,X   ,276.8,5.8,10.8,6.5,99999.0,99999.0,99999.0,6.6,-5.4,41.3,-0.2,0.0,40.80,-57.00,99.62,0.41,-0.1,3.3,7.0
4,3,20,1830,X   ,290.1,4.4,7.8,5.8,99999.0,99999.0,99999.0,5.6,-5.3,44.5,0.5,0.0,0.00,-59.50,99.59,0.41,-0.1,3.3,7.0
4,3,20,1930,X   ,312.5,3.9,6.9,5.4,99999.0,99999.0,99999.0,4.8,-5.2,47.6,1.1,0.0,0.00,-50.20,99.53,0.42,-0.1,3.3,7.0
4,3,20,2030,X   ,310.6,3.5,4.4,5.0,99999.0,99999.0,99999.0,4.2,-5.0,50.3,1.6,0.0,0.00,-46.20,99.51,0.42,-0.1,3.3,7.0
4,3,20,2130,X   ,309.9,2.8,3.3,4.8,99999.0,99999.0,99999.0,3.1,-4.8,54.8,3.4,0.0,0.00,-44.20,99.48,0.43,-0.2,3.3,7.0
4,3,20,2230,X   ,341.8,3.0,55.7,4.6,99999.0,99999.0,99999.0,2.6,-4.8,57.0,4.1,0.0,0.00,-43.40,99.48,0.43,-0.2,3.3,7.0
4,3,20,2330,X   ,60.7,1.6,60.6,4.6,99999.0,99999.0,99999.0,2.0,-4.9,58.8,5.3,0.0,0.00,-42.50,99.47,0.43,-0.2,3.3,7.0
4,3,20,2400,X   ,295.6,4.4,17.1,4.3,99999.0,99999.0,99999.0,4.1,-3.5,59.1,0.5,1.0,209.40,94.10,99.19,0.48,-0.1,3.3,7.0
5,3,20,30,X   ,118.3,4.1,7.1,4.4,99999.0,99999.0,99999.0,1.1,-4.9,62.5,6.5,0.0,0.00,-43.80,99.43,0.42,-0.2,3.2,7.0
5,3,20,130,X   ,140.7,6.7,7.4,3.9,99999.0,99999.0,99999.0,1.3,-5.0,61.5,5.3,0.0,0.00,-45.20,99.42,0.42,-0.2,3.3,7.0
5,3,20,230,X   ,157.5,6.4,7.2,2.6,99999.0,99999.0,99999.0,1.0,-5.0,62.5,3.1,0.0,0.20,-45.60,99.37,0.42,-0.2,3.3,7.0
5,3,20,330,X   ,175.6,6.9,6.7,1.8,99999.0,99999.0,99999.0,1.1,-5.1,61.8,1.4,0.0,0.00,-53.10,99.35,0.42,-0.2,3.2,7.0
5,3,20,430,X   ,174.7,5.4,9.2,1.8,99999.0,99999.0,99999.0,1.4,-5.1,60.6,0.7,0.0,0.00,-53.50,99.29,0.42,-0.2,3.3,7.0
5,3,20,530,X   ,179.9,7.3,11.2,2.4,99999.0,99999.0,99999.0,2.0,-5.1,57.9,0.7,0.0,0.00,-42.40,99.29,0.42,-0.2,3.3,7.0
5,3,20,630,X   ,192.6,6.8,10.8,2.2,99999.0,99999.0,99999.0,2.0,-5.0,58.3,0.2,0.0,17.30,-41.80,99.33,0.42,-0.1,3.3,7.0
5,3,20,730,X   ,197.0,7.1,11.6,2.6,99999.0,99999.0,99999.0,2.8,-4.2,59.2,-0.4,0.0,179.30,57.00,99.37,0.45,-0.1,3.3,7.0
5,3,20,830,X   ,198.4,7.5,11.6,4.6,99999.0,99999.0,99999.0,4.9,-3.8,52.4,-0.6,0.0,347.20,181.70,99.38,0.46,-0.1,3.3,7.0
5,3,20,930,X   ,207.6,9.8,9.7,7.1,99999.0,99999.0,99999.0,7.6,-4.0,42.7,-1.1,0.0,543.10,335.00,99.41,0.45,-0.1,3.3,7.0
5,3,20,1030,X   ,207.1    1,0.5,9.6,7.7,99999.0,99999.0,99999.0,8.3,-3.2,43.2,-1.2,0.0,439.20,272.90,99.33,0.48,-0.1,3.3,7.0
5,3,20,1130,X   ,213.4,9.5,13.4,8.6,99999.0,99999.0,99999.0,9.1,-1.4,47.2,-1.0,0.0,247.20,153.80,99.26,0.55,-0.1,3.3,7.0
5,3,20,1230,X   ,236.0    1,1.1,11.4,9.2,99999.0,99999.0,99999.0,9.6,-0.3,49.4,-0.8,0.0,165.60,103.80,99.18,0.60,-0.1,3.3,7.0
5,3,20,1330,X   ,254.0,9.6,9.7,8.6,99999.0,99999.0,99999.0,9.0,0.7,55.0,-0.8,0.0,153.10,90.80,99.10,0.64,-0.1,3.3,7.0
5,3,20,1430,X   ,265.9    1,0.2,12.9,9.4,99999.0,99999.0,99999.0,10.0,0.7,51.7,-1.2,0.0,418.70,244.70,99.10,0.64,-0.1,3.3,7.0
5,3,20,1530,X   ,282.0    1,2.7,10.2,9.6,99999.0,99999.0,99999.0,10.1,-2.2,41.3,-0.9,0.0,339.80,176.10,99.16,0.52,-0.1,3.3,7.0
5,3,20,1630,X   ,284.7    1,2.3,9.5,7.9,99999.0,99999.0,99999.0,8.2,-2.8,44.7,-0.5,0.0,143.10,39.80,99.22,0.50,-0.1,3.3,7.0
5,3,20,1730,X   ,278.4    1,2.0,9.4,6.7,99999.0,99999.0,99999.0,6.8,-3.1,48.0,-0.2,0.0,31.00,-31.80,99.20,0.49,-0.1,3.3,7.0
5,3,20,1830,X   ,277.8    1,2.7,8.8,5.6,99999.0,99999.0,99999.0,5.8,-2.2,55.1,-0.3,0.0,0.00,-22.70,99.18,0.52,-0.1,3.3,7.0
5,3,20,1930,X   ,278.7    1,1.6,9.8,4.3,99999.0,99999.0,99999.0,4.5,-0.9,66.3,-0.4,0.0,0.00,-15.60,99.17,0.57,-0.1,3.3,7.0
5,3,20,2030,X   ,280.9    1,0.5,11.0,3.2,99999.0,99999.0,99999.0,3.5,-0.9,71.3,-0.4,0.0,0.00,-10.40,99.16,0.57,-0.1,3.3,7.0
5,3,20,2130,X   ,288.5,9.1,9.6,2.2,99999.0,99999.0,99999.0,2.4,-1.4,74.6,-0.5,0.0,0.00,-9.50,99.18,0.55,-0.1,3.3,7.0
5,3,20,2230,X   ,283.1,8.0,8.7,1.3,99999.0,99999.0,99999.0,1.5,-1.1,80.7,-0.4,0.0,0.00,-7.80,99.18,0.57,-0.1,3.3,7.0
5,3,20,2330,X   ,284.8,7.4,8.7,0.6,99999.0,99999.0,99999.0,0.8,-0.6,88.0,-0.4,0.0,0.00,-6.30,99.18,0.58,-0.1,3.3,7.0
5,3,20,2400,X   ,242.4,9.0,8.9,4.9,99999.0,99999.0,99999.0,4.8,-2.8,58.2,0.3,0.0,126.00,51.10,99.26,0.50,-0.1,3.3,7.0
6,3,20,30,X   ,299.0,7.8,13.5,1.0,99999.0,99999.0,99999.0,1.2,-0.9,84.4,-0.4,0.0,0.00,-7.20,99.21,0.57,-0.1,3.3,7.0
6,3,20,130,X   ,318.4    1,0.1,10.7,0.4,99999.0,99999.0,99999.0,0.6,-2.0,81.1,-0.5,0.0,0.00,-7.40,99.31,0.53,-0.1,3.3,6.9
6,3,20,230,X   ,323.7    1,0.3,10.9,-0.4,99999.0,99999.0,99999.0,-0.2,-3.0,80.2,-0.5,0.0,0.00,-8.20,99.41,0.49,-0.1,3.3,6.9
6,3,20,330,X   ,329.5    1,0.3,10.3,-0.4,99999.0,99999.0,99999.0,-0.2,-4.5,71.6,-0.5,0.0,0.00,-10.30,99.53,0.44,-0.1,3.3,6.9
6,3,20,430,X   ,331.6,9.8,11.3,-0.7,99999.0,99999.0,99999.0,-0.4,-5.4,68.0,-0.5,0.0,0.00,-11.40,99.67,0.41,-0.1,3.2,6.9
6,3,20,530,X   ,332.7,8.8,10.9,-0.9,99999.0,99999.0,99999.0,-0.6,-5.8,67.1,-0.5,0.0,0.00,-12.10,99.81,0.40,-0.1,3.2,6.9
6,3,20,630,X   ,337.0    1,0.3,10.6,-0.8,99999.0,99999.0,99999.0,-0.6,-6.3,64.8,-0.5,0.0,10.20,-6.10,99.92,0.38,-0.1,3.2,6.9
6,3,20,730,X   ,338.9,9.7,10.4,-0.8,99999.0,99999.0,99999.0,-0.5,-6.4,63.6,-0.6,0.0,57.00,28.20   1,0.05,0.38,-0.1,3.2,6.9
6,3,20,830,X   ,346.0    1,0.5,10.4,-0.6,99999.0,99999.0,99999.0,-0.2,-6.3,62.4,-0.8,0.0,138.30,82.40   1,0.19,0.38,-0.1,3.3,6.9
6,3,20,930,X   ,356.0,8.8,14.1,-0.3,99999.0,99999.0,99999.0,0.2,-6.2,61.0,-1.0,0.0,213.00,130.80   1,0.32,0.38,-0.1,3.3,7.0
6,3,20,1030,X   ,359.7,8.8,12.3,0.3,99999.0,99999.0,99999.0,0.9,-6.1,58.2,-1.3,0.0,298.20,185.10   1,0.45,0.39,-0.1,3.3,7.0
6,3,20,1130,X   ,349.5,7.4,12.9,1.1,99999.0,99999.0,99999.0,1.8,-6.0,55.1,-1.4,0.0,408.90,253.20   1,0.56,0.39,-0.1,3.3,7.0
6,3,20,1230,X   ,355.2,6.1,16.8,2.0,99999.0,99999.0,99999.0,2.8,-5.9,51.8,-1.5,0.0,482.20,288.20   1,0.63,0.39,-0.1,3.3,7.0
6,3,20,1330,X   ,348.9,5.1,18.3,3.2,99999.0,99999.0,99999.0,3.9,-5.9,47.7,-1.5,0.0,598.50,353.40   1,0.66,0.39,-0.1,3.3,7.0
6,3,20,1430,X   ,3.8,5.7,18.6,3.7,99999.0,99999.0,99999.0,4.5,-6.1,45.4,-1.6,0.0,574.00,313.10   1,0.69,0.39,-0.1,3.3,7.0
6,3,20,1530,X   ,30.9,4.0,15.7,3.2,99999.0,99999.0,99999.0,3.9,-4.9,51.6,-1.3,0.0,407.50,186.60   1,0.74,0.42,-0.1,3.3,7.0
6,3,20,1630,X   ,39.0,3.8,15.0,2.5,99999.0,99999.0,99999.0,3.0,-4.7,56.0,-1.0,0.0,209.70,47.40   1,0.78,0.43,-0.1,3.3,7.0
