Day of the month,Month,Year,Mid averaging-period time,"Pasquill stability class
",Average 60 m wind direction (scalar) (units: deg),"Average 60 m wind speed (scalar)
 (units: m/s)","Standard deviation of 60 m wind direction
(units: deg)","Average 60 m temperature 
(units:deg C)",Average 10 m wind direction (scalar) (units: deg),Average 10 m wind speed (scalar) (units: m/s),Standard deviation of 10 m wind direction (units: deg),Average 10 m temperature (units: deg C),"Average dew point temperature (units: deg C)
",Average relative humidity (units: %),Average temperature difference/100m (units: deg C/100m),Total precipitation (units: mm),Average solar radiation (units: Watts/m**2),Average net radiation (units: Watts/m**2),Average barometric pressure (units: kPa),Average water vapor pressure (units: kPa),Average 10 cm soil temperature (units: deg C),Average 100 cm soil temperature (units: deg C),Average 10 ft soil temperature (units: deg C)
28,3,20,2230,D   ,210.9    1,0.9,18.3,18.5,220.1,8.0,12.5,18.3,14.3,75.7,0.5,0.0,0.00,-12.40,98.04,1.65,6.1,4.7,6.7
28,3,20,2330,D   ,231.0,8.4,7.7,17.1,239.0,6.2,11.5,16.9,9.2,58.7,0.4,0.0,0.00,-7.10,98.03,1.17,6.2,4.8,6.7
28,3,20,2400,X   ,117.9,5.5,15.5,11.2,111.2,4.0,22.2,11.0,10.5,94.4,0.4    1,0.6,50.00,35.60,98.43,1.30,5.6,4.7,6.6
29,3,20,30,D   ,220.1,6.7,9.0,16.1,225.6,4.7,12.3,15.9,8.6,60.4,0.5,0.0,0.00,-22.70,98.00,1.12,6.3,4.8,6.7
29,3,20,130,D   ,222.3,7.5,11.5,14.9,230.3,5.3,12.9,14.7,6.8,57.6,0.5,0.0,0.00,-53.10,97.94,0.99,6.3,4.8,6.7
29,3,20,230,D   ,230.7,8.1,9.5,13.6,238.3,6.0,12.4,13.4,5.9,58.7,0.3,0.0,0.00,-38.00,97.87,0.93,6.4,4.8,6.7
29,3,20,330,D   ,222.0,7.8,10.7,12.6,230.8,5.8,12.7,12.6,5.8,61.9,0.1,0.0,0.00,-17.90,97.86,0.93,6.4,4.8,6.6
29,3,20,430,D   ,220.1,8.7,12.9,11.4,226.8,6.8,12.4,11.5,6.1,67.6,-0.2,0.0,0.00,-9.50,97.83,0.95,6.4,4.8,6.6
29,3,20,530,D   ,238.8    1,1.4,10.9,9.2,245.7,8.8,12.7,9.3,4.6,69.9,-0.4,0.0,0.60,-8.50,97.92,0.85,6.4,4.8,6.6
29,3,20,630,D   ,231.4    1,2.0,9.4,7.0,238.8,9.1,11.9,7.2,4.4,79.6,-0.3,0.0,23.40,9.50,97.98,0.84,6.4,4.8,6.6
29,3,20,730,D   ,240.4    1,2.0,8.9,5.7,245.8,9.3,11.8,5.8,4.0,84.7,-0.2,0.0,62.60,40.10,98.01,0.81,6.4,4.8,6.6
29,3,20,830,D   ,241.2    1,1.4,9.6,5.0,246.8,8.9,12.4,5.2,3.7,86.9,-0.4,0.0,100.30,68.60,98.06,0.80,6.4,4.8,6.6
29,3,20,930,D   ,244.4    1,3.0,8.8,5.3,250.4,10.1,11.8,5.3,3.0,81.6,-0.1,0.0,134.10,92.60,98.12,0.76,6.4,4.8,6.6
29,3,20,1030,D   ,245.1    1,3.7,9.4,5.8,250.1,10.5,12.4,6.1,3.3,79.3,-0.5,0.0,208.90,146.70,98.20,0.77,6.4,4.8,6.6
29,3,20,1130,D   ,247.0    1,3.6,10.4,6.6,251.7,10.4,12.5,6.8,2.9,74.2,-0.5,0.0,112.50,77.60,98.29,0.76,6.3,4.8,6.6
29,3,20,1230,D   ,254.0    1,4.6,9.5,7.2,258.9,10.9,12.0,7.5,2.8,70.1,-0.5,0.0,140.40,97.80,98.41,0.75,6.3,4.8,6.6
29,3,20,1330,D   ,257.4    1,6.4,9.7,7.4,260.9,12.3,12.1,7.7,2.5,68.0,-0.5,0.0,156.90,108.50,98.52,0.73,6.3,4.8,6.6
29,3,20,1430,D   ,261.6    1,7.5,9.3,7.6,264.8,12.9,11.9,7.8,2.2,65.9,-0.5,0.0,152.70,103.30,98.63,0.72,6.3,4.8,6.6
29,3,20,1530,D   ,264.5    1,6.7,8.8,7.9,266.2,12.3,11.4,8.1,2.2,64.5,-0.5,0.0,136.70,92.60,98.74,0.72,6.3,4.8,6.6
29,3,20,1630,D   ,266.9    1,6.5,9.4,7.7,269.6,11.9,11.7,7.9,2.2,65.5,-0.3,0.0,30.10,14.50,98.84,0.72,6.2,4.8,6.6
29,3,20,1730,D   ,268.6    1,5.1,8.5,7.5,272.8,10.8,11.6,7.6,2.2,66.6,-0.3,0.0,19.20,3.20,98.92,0.72,6.2,4.9,6.6
29,3,20,1830,D   ,265.8    1,1.7,8.8,7.3,269.1,8.5,11.9,7.4,2.7,70.0,-0.3,0.0,0.70,-11.20,98.97,0.74,6.2,4.9,6.6
29,3,20,1930,D   ,272.7    1,5.2,8.9,6.6,275.7,10.8,11.8,6.8,3.0,74.1,-0.4,0.0,0.00,-11.60,99.03,0.76,6.2,4.9,6.6
29,3,20,2030,D   ,275.3    1,0.6,8.7,6.6,279.8,8.0,12.2,6.7,3.2,76.4,-0.3,0.0,0.00,-8.40,99.08,0.77,6.1,4.9,6.6
29,3,20,2130,D   ,280.5    1,0.4,10.4,6.4,282.7,7.9,13.2,6.5,3.1,76.4,-0.3,0.0,0.00,-13.90,99.14,0.76,6.1,4.9,6.6
29,3,20,2230,D   ,281.7,9.3,10.2,6.2,285.3,7.0,12.4,6.3,2.1,72.5,-0.3,0.0,0.00,-10.50,99.18,0.71,6.1,4.9,6.6
29,3,20,2330,D   ,284.5,9.9,10.8,5.9,288.2,7.7,12.7,6.1,1.9,72.4,-0.3,0.0,0.00,-18.10,99.20,0.70,6.0,4.9,6.6
29,3,20,2400,X   ,254.1    1,2.1,9.1,8.2,258.5,9.0,12.2,8.3,3.7,71.0,-0.2,0.0,53.30,26.30,98.45,0.80,6.3,4.8,6.6
30,3,20,30,D   ,289.1,9.1,10.2,5.5,292.0,7.2,13.3,5.6,1.6,73.4,-0.3,0.0,0.00,-20.30,99.24,0.69,6.0,4.9,6.6
30,3,20,130,D   ,287.6,7.6,9.4,4.9,289.4,5.9,12.1,5.0,1.6,76.4,-0.2,0.0,0.00,-39.30,99.28,0.69,5.9,4.9,6.6
30,3,20,230,D   ,286.2,7.2,8.9,4.7,287.9,5.8,12.2,4.8,1.6,77.4,-0.3,0.0,0.00,-12.40,99.32,0.69,5.9,4.9,6.6
30,3,20,330,D   ,301.0,7.4,11.3,4.9,305.5,5.7,13.8,5.0,0.8,72.1,-0.3,0.0,0.00,-12.90,99.41,0.65,5.9,4.9,6.6
30,3,20,430,D   ,301.2,7.2,8.9,4.2,303.6,5.5,13.1,4.3,0.0,71.5,-0.1,0.0,0.00,-52.10,99.49,0.61,5.8,5.0,6.6
30,3,20,530,D   ,296.2,5.7,9.7,3.5,298.0,4.4,12.4,3.2,0.0,75.4,0.7,0.0,4.30,-54.60,99.54,0.61,5.8,5.0,6.6
30,3,20,630,C   ,281.5,5.4,8.3,3.4,282.3,4.6,11.3,3.3,0.5,78.2,0.3,0.0,105.40,13.20,99.62,0.64,5.7,5.0,6.6
30,3,20,730,D   ,294.1,5.9,11.8,4.5,296.1,5.3,14.6,4.6,0.8,73.1,-0.2,0.0,301.70,162.60,99.77,0.65,5.7,5.0,6.6
30,3,20,830,C   ,309.8,6.8,13.0,5.6,309.9,5.9,16.3,6.0,0.8,67.2,-0.7,0.0,514.10,317.20,99.88,0.65,5.6,5.0,6.7
30,3,20,930,C   ,315.4,6.6,13.9,6.6,318.5,5.6,19.2,7.0,0.8,62.1,-0.7,0.0,604.90,396.50,99.95,0.65,5.6,5.0,6.7
30,3,20,1030,C   ,313.9,6.3,15.5,7.1,316.5,5.6,20.9,7.5,0.9,60.0,-0.8,0.0,613.80,413.50,99.94,0.65,5.6,5.1,6.7
30,3,20,1130,C   ,313.0,6.1,13.6,7.7,315.9,5.5,17.5,8.2,0.9,57.7,-1.2,0.0,725.90,492.90,99.95,0.65,5.6,5.1,6.7
30,3,20,1230,C   ,314.5,5.8,15.6,8.1,316.7,5.2,19.5,8.5,0.9,56.4,-0.6,0.0,432.30,293.20,99.97,0.65,5.7,5.1,6.7
30,3,20,1330,C   ,330.0,5.8,13.1,7.8,332.3,4.8,17.1,8.1,0.9,58.0,-0.5,0.0,263.90,174.50,99.95,0.65,5.8,5.1,6.7
30,3,20,1430,C   ,334.6,5.5,14.9,8.1,338.5,4.4,21.4,8.3,0.8,56.6,-0.5,0.0,213.60,138.40,99.93,0.65,6.0,5.1,6.7
30,3,20,1530,C   ,348.7,4.4,16.3,8.3,352.1,3.6,24.0,8.5,1.0,56.5,-0.4,0.0,237.30,149.00,99.88,0.66,6.1,5.1,6.7
30,3,20,1630,C   ,52.0,4.1,41.2,7.5,63.8,3.7,20.3,7.6,1.5,62.3,-0.2,0.0,93.80,53.30,99.85,0.68,6.2,5.1,6.7
30,3,20,1730,D   ,96.9,4.2,7.7,5.4,102.3,3.8,11.6,5.5,1.4,71.6,-0.2,0.0,29.30,8.20,99.85,0.68,6.2,5.1,6.6
30,3,20,1830,D   ,98.3,3.9,10.8,4.6,100.6,3.5,12.7,4.7,0.8,72.7,-0.2,0.0,1.20,-13.10,99.83,0.65,6.3,5.1,6.6
30,3,20,1930,D   ,103.5,3.1,10.1,4.2,104.0,2.7,12.1,4.3,0.5,73.9,-0.1,0.0,0.00,-13.40,99.84,0.64,6.3,5.1,6.6
30,3,20,2030,D   ,71.8,3.4,9.1,4.2,76.8,3.0,11.5,4.3,0.7,74.8,-0.3,0.0,0.00,-13.40,99.81,0.64,6.3,5.1,6.6
30,3,20,2130,D   ,69.0,3.8,7.6,4.1,78.2,3.4,10.0,4.3,0.8,75.7,-0.3,0.0,0.00,-12.80,99.78,0.65,6.3,5.1,6.6
30,3,20,2230,D   ,61.2,4.5,8.5,3.8,67.5,3.5,14.2,4.0,0.2,73.9,-0.4,0.0,0.00,-12.70,99.77,0.62,6.2,5.1,6.6
30,3,20,2330,D   ,58.0,4.2,10.9,3.5,67.7,3.5,14.1,3.6,-0.1,74.1,-0.4,0.0,0.00,-12.90,99.72,0.61,6.2,5.2,6.6
30,3,20,2400,X   ,320.7,5.6,10.8,5.5,323.7,4.7,15.7,5.7,0.8,68.8,-0.3,0.0,172.60,97.60,99.73,0.65,5.9,5.1,6.6
31,3,20,30,D   ,44.2,3.9,10.9,2.9,50.5,3.6,15.1,3.1,0.5,80.2,-0.5,0.0,0.00,-12.60,99.72,0.63,6.2,5.2,6.6
31,3,20,130,D   ,39.9,3.9,12.7,2.5,49.2,3.5,17.0,2.7,0.2,81.1,-0.5,0.0,0.00,-14.90,99.67,0.62,6.1,5.2,6.6
31,3,20,230,D   ,26.7,4.7,10.6,2.2,35.6,3.5,17.2,2.4,-0.7,78.2,-0.5,0.0,0.00,-15.90,99.62,0.58,6.0,5.2,6.6
31,3,20,330,D   ,31.0,4.9,11.6,1.9,40.8,3.8,17.0,2.1,-0.9,78.3,-0.5,0.0,0.00,-13.80,99.58,0.57,6.0,5.2,6.6
31,3,20,430,D   ,29.1,4.5,11.6,1.7,40.0,3.4,18.1,2.0,-0.8,79.4,-0.5,0.0,0.00,-12.10,99.54,0.58,5.9,5.2,6.6
31,3,20,530,D   ,32.5,4.8,11.1,1.6,42.7,3.8,17.3,1.9,-0.6,81.4,-0.6,0.0,2.00,-7.20,99.53,0.59,5.9,5.2,6.6
31,3,20,630,D   ,29.4,5.1,11.3,1.6,40.0,4.0,17.0,1.9,-0.3,82.8,-0.7,0.0,31.70,15.40,99.53,0.60,5.8,5.2,6.6
31,3,20,730,C   ,22.7,3.9,13.0,1.7,36.7,3.3,18.6,2.1,0.5,87.0,-0.8,0.0,83.30,50.90,99.54,0.63,5.8,5.2,6.6
31,3,20,830,C   ,15.8,5.1,11.8,2.0,24.4,3.6,19.0,2.4,0.8,86.9,-0.9,0.0,110.30,70.30,99.54,0.65,5.7,5.2,6.6
31,3,20,930,C   ,20.1,5.1,12.4,2.6,33.5,3.8,20.5,3.1,0.6,81.7,-1.0,0.0,164.00,108.10,99.53,0.64,5.7,5.2,6.6
31,3,20,1030,C   ,22.3,4.5,13.3,2.9,33.4,3.8,20.2,3.4,0.6,79.8,-1.0,0.0,168.10,111.40,99.53,0.64,5.6,5.3,6.6
31,3,20,1130,C   ,23.9,4.5,15.5,3.3,33.4,3.9,19.2,3.8,0.4,76.6,-1.0,0.0,180.90,120.20,99.49,0.63,5.6,5.3,6.6
31,3,20,1230,C   ,18.6,4.6,17.7,3.7,30.2,3.7,21.4,4.3,0.5,74.8,-1.1,0.0,232.30,156.10,99.46,0.63,5.6,5.3,6.6
31,3,20,1330,C   ,12.8,4.8,14.2,4.2,19.9,4.0,21.5,4.7,0.6,73.1,-1.0,0.0,166.90,109.30,99.45,0.64,5.6,5.3,6.6
31,3,20,1430,C   ,32.0,5.0,13.0,3.8,43.3,4.2,18.6,4.3,0.9,76.7,-1.0,0.0,127.70,83.40,99.44,0.65,5.6,5.3,6.6
31,3,20,1530,C   ,25.9,5.1,13.2,3.8,38.4,4.1,18.8,4.3,1.0,77.6,-0.9,0.0,107.40,68.90,99.44,0.66,5.7,5.3,6.6
31,3,20,1630,C   ,16.2,4.8,11.6,3.6,29.8,3.7,17.9,3.9,1.0,79.3,-0.8,0.0,54.40,32.10,99.47,0.66,5.7,5.3,6.6
31,3,20,1730,D   ,23.7,5.5,11.5,3.0,34.8,4.0,19.1,3.3,1.1,83.0,-0.7,0.0,20.10,7.90,99.47,0.66,5.7,5.3,6.6
31,3,20,1830,D   ,34.3,4.7,11.9,2.5,45.4,4.0,17.2,2.8,0.8,84.2,-0.6,0.0,1.20,-8.40,99.45,0.65,5.7,5.3,6.6
31,3,20,1930,D   ,31.4,4.7,10.4,2.4,41.0,3.8,16.1,2.6,0.5,83.6,-0.5,0.0,0.00,-12.20,99.45,0.63,5.7,5.3,6.6
31,3,20,2030,D   ,25.0,4.9,11.1,2.4,33.9,3.6,17.4,2.6,0.7,84.9,-0.5,0.0,0.00,-8.60,99.47,0.64,5.7,5.3,6.6
31,3,20,2130,D   ,22.6,4.8,11.3,2.3,29.1,3.6,17.9,2.6,0.8,85.9,-0.5,0.0,0.00,-7.70,99.47,0.65,5.6,5.3,6.6
31,3,20,2230,E   ,7.2,4.2,12.2,2.3,17.6,2.8,21.6,2.5,1.0,87.3,-0.5,0.0,0.00,-7.30,99.48,0.66,5.6,5.3,6.6
31,3,20,2330,E   ,2.5,4.4,9.9,2.3,10.1,2.6,19.4,2.5,0.9,86.9,-0.5,0.0,0.00,-11.00,99.47,0.65,5.5,5.3,6.6
31,3,20,2400,X   ,24.5,4.7,11.7,2.6,35.3,3.7,18.5,3.0,0.4,81.3,-0.7,0.0,60.40,33.40,99.51,0.63,5.7,5.3,6.6
 ,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,
