Day of the month,Month,Year,Mid averaging-period time,"Pasquill stability class
",Average 60 m wind direction (scalar) (units: deg),"Average 60 m wind speed (scalar)
 (units: m/s)","Standard deviation of 60 m wind direction
(units: deg)","Average 60 m temperature 
(units:deg C)",Average 10 m wind direction (scalar) (units: deg),Average 10 m wind speed (scalar) (units: m/s),Standard deviation of 10 m wind direction (units: deg),Average 10 m temperature (units: deg C),"Average dew point temperature (units: deg C)
",Average relative humidity (units: %),Average temperature difference/100m (units: deg C/100m),Total precipitation (units: mm),Average solar radiation (units: Watts/m**2),Average net radiation (units: Watts/m**2),Average barometric pressure (units: kPa),Average water vapor pressure (units: kPa),Average 10 cm soil temperature (units: deg C),Average 100 cm soil temperature (units: deg C),Average 10 ft soil temperature (units: deg C)
4,1,20,230,E   ,333.7,2.9,10.9,-1.0,328.6,2.0,15.8,-0.6,-1.7,90.7,-0.7,0.0,0.00,-7.70,98.97,0.54,2.3,5.3,9.5
4,1,20,330,E   ,335.7,2.8,8.7,-1.5,328.4,2.0,14.4,-1.1,-1.5,96.7,-0.6,1.4,0.00,-2.50,98.98,0.55,2.3,5.3,9.5
4,1,20,430,E   ,330.0,3.2,14.0,-1.6,323.9,2.1,17.0,-1.3,-1.5,98.8,-0.6,0.8,0.00,-0.60,99.00,0.55,2.3,5.3,9.4
4,1,20,530,E   ,323.3,3.0,17.8,-1.7,316.7,1.9,14.0,-1.4,-1.6,98.8,-0.6,0.4,0.00,-0.30,99.02,0.54,2.3,5.3,9.4
4,1,20,630,D   ,311.5,3.7,11.4,-1.7,306.9,2.6,12.1,-1.4,-1.5,98.9,-0.6,0.2,0.00,-0.10,99.06,0.55,2.3,5.3,9.4
4,1,20,730,D   ,328.9,4.1,9.4,-1.7,324.3,2.7,13.8,-1.4,-2.0,96.3,-0.6,0.0,2.10,-2.00,99.12,0.53,2.2,5.3,9.4
4,1,20,830,D   ,331.3,3.9,10.4,-1.5,327.5,2.5,16.3,-1.2,-2.2,91.9,-0.6,0.0,34.40,-16.40,99.18,0.52,2.2,5.3,9.4
4,1,20,930,C   ,328.9,4.2,9.9,-1.0,327.4,3.0,15.2,-0.6,-2.5,86.0,-0.8,0.0,83.80,2.60,99.27,0.51,2.2,5.3,9.4
4,1,20,1030,C   ,337.9,5.6,13.0,-0.6,335.6,3.5,20.3,-0.1,-3.3,77.7,-0.8,0.0,92.10,33.80,99.30,0.48,2.2,5.3,9.4
4,1,20,1130,C   ,330.9,5.2,14.6,-0.7,327.3,3.5,16.7,-0.3,-4.0,75.0,-0.8,0.0,57.50,19.80,99.29,0.46,2.2,5.3,9.4
4,1,20,1230,D   ,312.4,6.0,11.2,-0.7,313.4,4.2,15.2,-0.4,-4.1,75.3,-0.7,0.0,37.80,12.50,99.30,0.45,2.2,5.3,9.4
4,1,20,1330,D   ,313.7,6.0,11.9,-0.8,315.0,4.5,14.6,-0.4,-4.3,74.3,-0.7,0.0,36.20,11.10,99.30,0.44,2.2,5.3,9.4
4,1,20,1430,D   ,310.9,6.2,10.2,-0.9,310.9,4.6,14.3,-0.5,-4.2,75.5,-0.7,0.0,27.90,7.50,99.33,0.45,2.1,5.3,9.4
4,1,20,1530,D   ,301.1,5.7,9.6,-1.4,301.7,4.3,13.5,-1.0,-4.1,79.2,-0.8,0.0,13.50,1.50,99.39,0.45,2.1,5.3,9.4
4,1,20,1630,D   ,301.3,5.4,12.0,-1.6,302.3,4.1,14.1,-1.3,-5.0,76.0,-0.7,0.0,2.50,-4.60,99.49,0.42,2.1,5.3,9.4
4,1,20,1730,D   ,307.7,4.7,11.2,-1.7,306.6,3.5,13.4,-1.4,-6.0,71.0,-0.6,0.0,0.00,-6.30,99.54,0.39,2.1,5.3,9.4
4,1,20,1830,D   ,294.3,5.3,10.1,-2.1,294.0,3.9,13.0,-1.7,-5.9,73.3,-0.7,0.0,0.00,-6.60,99.60,0.39,2.1,5.3,9.4
4,1,20,1930,D   ,295.0,5.2,9.4,-2.6,296.0,4.1,13.5,-2.2,-6.0,76.0,-0.7,0.0,0.00,-8.80,99.66,0.39,2.0,5.2,9.4
4,1,20,2030,D   ,281.7,4.3,12.9,-2.9,279.8,3.5,12.7,-2.5,-5.8,79.0,-0.7,0.0,0.00,-8.40,99.68,0.40,2.0,5.2,9.4
4,1,20,2130,D   ,268.9,4.9,8.7,-3.7,267.9,4.1,11.8,-3.3,-5.7,85.2,-0.8,0.0,0.00,-7.50,99.69,0.40,2.0,5.2,9.4
4,1,20,2230,D   ,272.7,4.6,11.1,-4.1,271.3,3.8,13.4,-3.7,-5.6,88.9,-0.8,0.0,0.00,-9.80,99.72,0.40,2.0,5.2,9.4
4,1,20,2330,D   ,249.4,3.9,10.6,-4.1,249.3,3.5,13.3,-3.7,-5.5,89.6,-0.8,0.0,0.00,-5.20,99.70,0.41,1.9,5.2,9.4
4,1,20,2400,X   ,309.3,4.4,9.7,-1.6,305.6,3.2,14.7,-1.3,-3.7,83.8,-0.7,2.8,16.20,-0.60,99.31,0.47,2.2,5.3,9.4
5,1,20,30,D   ,244.4,4.3,11.6,-4.5,246.4,3.7,13.3,-4.1,-5.7,90.6,-0.9,0.0,0.00,-4.80,99.70,0.40,1.9,5.2,9.4
5,1,20,130,D   ,238.3,3.7,12.7,-5.3,244.2,3.3,14.8,-4.9,-6.1,94.0,-0.9,0.0,0.00,-4.80,99.69,0.39,1.9,5.3,9.4
5,1,20,230,D   ,225.4,3.6,18.7,-5.4,230.4,3.1,13.4,-5.0,-6.1,95.4,-0.8,0.0,0.00,-4.60,99.67,0.39,1.8,5.2,9.4
5,1,20,330,D   ,203.5,4.4,9.2,-5.0,205.4,3.6,12.6,-4.6,-5.8,94.9,-0.8,0.0,0.00,-4.60,99.64,0.40,1.8,5.2,9.4
5,1,20,430,D   ,193.4,6.0,8.3,-5.0,197.4,4.7,11.9,-4.6,-5.6,95.3,-0.8,0.0,0.00,-4.70,99.59,0.40,1.8,5.3,9.4
5,1,20,530,D   ,190.0,5.6,10.2,-4.8,193.6,4.4,11.9,-4.4,-5.3,96.4,-0.8,0.0,0.00,-4.40,99.53,0.41,1.7,5.3,9.4
5,1,20,630,D   ,171.6,6.9,8.0,-4.2,174.7,5.0,11.0,-3.8,-4.6,96.6,-0.7,0.0,0.00,-9.30,99.39,0.43,1.7,5.3,9.4
5,1,20,730,D   ,171.0,6.9,9.9,-3.4,174.8,5.1,11.8,-3.1,-4.2,93.3,-0.7,0.0,8.10,-9.80,99.29,0.45,1.7,5.3,9.4
5,1,20,830,C   ,171.7,6.4,10.6,-2.4,174.0,4.5,13.5,-2.1,-3.8,89.0,-0.6,0.0,51.00,6.80,99.26,0.46,1.7,5.3,9.4
5,1,20,930,D   ,187.3,7.6,11.6,-0.6,189.8,5.4,13.8,-0.2,-3.4,78.3,-0.7,0.0,183.40,54.20,99.17,0.48,1.6,5.3,9.4
5,1,20,1030,D   ,204.2,7.9,11.5,1.2,207.5,5.8,13.6,1.5,-3.1,69.9,-0.7,0.0,164.10,50.90,99.08,0.49,1.6,5.3,9.4
5,1,20,1130,D   ,218.2,9.4,10.1,2.8,223.5,6.8,13.5,3.2,-2.9,63.2,-0.9,0.0,262.70,94.50,98.95,0.50,1.6,5.3,9.4
5,1,20,1230,D   ,230.0    1,0.2,10.2,3.1,236.1,7.7,12.9,3.6,-2.0,65.6,-1.1,0.0,361.20,173.60,98.85,0.53,1.6,5.3,9.4
5,1,20,1330,D   ,244.1,9.9,10.3,3.3,249.1,7.8,12.3,3.9,-1.1,69.1,-1.2,0.0,363.40,205.30,98.83,0.57,1.6,5.3,9.4
5,1,20,1430,D   ,261.6    1,0.5,9.4,3.9,263.9,7.6,11.6,4.3,0.2,73.8,-0.9,0.0,162.80,97.40,98.87,0.62,1.6,5.3,9.4
5,1,20,1530,D   ,271.4    1,2.7,8.8,4.9,273.0,8.7,12.4,5.3,0.8,71.9,-0.7,0.0,67.90,35.00,98.99,0.65,1.6,5.3,9.4
5,1,20,1630,D   ,274.4    1,1.5,9.1,4.7,276.1,8.0,12.8,5.1,0.3,70.4,-0.6,0.0,5.50,-2.80,99.06,0.63,1.6,5.3,9.4
5,1,20,1730,D   ,274.6    1,2.1,9.2,3.9,276.5,8.4,12.1,4.2,0.3,74.0,-0.7,0.0,0.00,-6.50,99.13,0.63,1.6,5.3,9.4
5,1,20,1830,D   ,292.7    1,1.0,11.3,2.7,292.5,7.8,13.2,3.0,-1.3,71.1,-0.6,0.0,0.00,-41.00,99.18,0.56,1.7,5.3,9.4
5,1,20,1930,D   ,277.5,8.2,9.8,1.7,276.4,5.7,12.5,1.9,-1.6,76.0,-0.5,0.0,0.00,-55.50,99.22,0.55,1.7,5.3,9.4
5,1,20,2030,D   ,282.4,8.7,9.5,1.3,282.7,6.4,12.2,1.5,-1.9,76.7,-0.5,0.0,0.00,-59.00,99.24,0.53,1.7,5.3,9.4
5,1,20,2130,D   ,292.5,9.2,10.0,0.8,291.7,6.6,13.3,1.0,-3.1,72.3,-0.4,0.0,0.00,-61.20,99.29,0.49,1.7,5.3,9.4
5,1,20,2230,D   ,291.4,7.4,9.9,0.2,290.0,5.4,13.4,0.5,-3.7,72.0,-0.4,0.0,0.00,-63.20,99.34,0.46,1.7,5.3,9.4
5,1,20,2330,D   ,288.4,6.4,9.4,-0.4,288.8,4.6,12.4,-0.2,-3.5,76.8,-0.3,0.0,0.00,-64.90,99.39,0.47,1.7,5.3,9.4
5,1,20,2400,X   ,246.1,7.9,9.3,-0.3,247.5,5.8,12.8,0.1,-3.0,80.3,-0.7,0.0,67.90,13.20,99.26,0.49,1.7,5.3,9.4
6,1,20,30,D   ,290.5,7.3,8.6,-0.8,290.0,5.0,11.7,-0.6,-3.9,77.0,-0.3,0.0,0.00,-66.10,99.46,0.46,1.7,5.3,9.4
6,1,20,130,D   ,297.7,7.2,9.0,-1.1,299.0,4.9,12.9,-0.9,-4.5,75.3,-0.4,0.0,0.00,-67.50,99.51,0.44,1.7,5.2,9.4
6,1,20,230,D   ,282.1,5.8,12.0,-1.5,277.0,3.9,11.8,-1.4,-5.0,75.9,-0.2,0.0,0.00,-66.90,99.59,0.42,1.6,5.2,9.3
6,1,20,330,D   ,275.6,6.2,6.8,-2.0,273.1,3.8,10.1,-2.0,-5.3,77.9,0.0,0.0,0.00,-66.30,99.62,0.41,1.6,5.2,9.3
6,1,20,430,D   ,271.3,6.0,5.9,-2.5,267.2,3.8,9.2,-2.5,-5.4,80.7,0.0,0.0,0.00,-59.60,99.63,0.41,1.6,5.2,9.3
6,1,20,530,D   ,270.1,5.0,6.8,-2.9,262.5,3.3,8.2,-3.0,-5.6,83.0,0.2,0.0,0.00,-60.40,99.62,0.40,1.5,5.2,9.3
6,1,20,630,E   ,273.4,4.5,8.3,-3.2,260.4,2.7,7.0,-3.6,-6.0,83.3,0.7,0.0,0.00,-59.20,99.61,0.39,1.5,5.2,9.3
6,1,20,730,D   ,256.6,5.1,9.0,-3.4,248.7,3.2,7.6,-3.8,-6.2,83.9,0.9,0.0,16.60,-49.30,99.65,0.38,1.5,5.2,9.3
6,1,20,830,C   ,243.6,5.0,7.6,-3.7,245.4,3.6,10.9,-3.7,-6.1,84.3,0.1,0.0,95.90,-11.30,99.74,0.39,1.4,5.2,9.3
6,1,20,930,C   ,247.9,4.8,9.5,-2.7,252.2,4.2,12.7,-2.5,-5.8,77.3,-0.5,0.0,287.40,123.40,99.84,0.40,1.4,5.2,9.3
6,1,20,1030,B   ,244.4,4.9,8.5,-1.1,251.1,4.5,13.1,-0.6,-5.5,68.6,-1.1,0.0,413.60,251.80,99.89,0.41,1.4,5.3,9.4
6,1,20,1130,B   ,248.4,4.5,10.7,0.8,251.9,4.4,13.7,1.4,-5.1,61.0,-1.3,0.0,457.70,270.80,99.83,0.42,1.4,5.3,9.4
6,1,20,1230,B   ,243.6,5.6,10.4,2.3,247.6,4.9,13.3,2.9,-5.2,54.1,-1.3,0.0,455.70,257.00,99.76,0.42,1.4,5.3,9.4
6,1,20,1330,B   ,245.3,5.5,9.9,3.2,248.0,4.9,14.2,3.8,-5.0,51.4,-1.2,0.0,377.20,204.00,99.70,0.42,1.3,5.3,9.4
6,1,20,1430,C   ,241.6,5.4,7.8,3.4,245.9,4.6,10.7,3.8,-5.6,49.3,-0.8,0.0,169.10,73.30,99.70,0.41,1.3,5.3,9.4
6,1,20,1530,C   ,230.6,4.6,9.9,2.8,233.2,3.9,12.1,3.1,-5.4,52.3,-0.7,0.0,82.80,30.10,99.72,0.41,1.3,5.3,9.4
6,1,20,1630,D   ,228.3,4.9,6.3,1.8,231.4,3.5,10.0,1.9,-5.3,57.0,-0.3,0.0,10.90,-17.10,99.71,0.41,1.4,5.3,9.3
6,1,20,1730,D   ,233.0,5.2,5.4,1.6,241.0,3.3,9.4,1.6,-5.5,57.5,0.0,0.0,0.00,-19.90,99.69,0.41,1.4,5.3,9.3
6,1,20,1830,D   ,240.5,5.1,7.2,1.7,247.0,3.2,10.7,1.6,-6.4,53.8,0.2,0.0,0.00,-23.40,99.67,0.38,1.4,5.3,9.3
