Day of the month,Month,Year,Mid averaging-period time,"Pasquill stability class
",Average 60 m wind direction (scalar) (units: deg),"Average 60 m wind speed (scalar)
 (units: m/s)","Standard deviation of 60 m wind direction
(units: deg)","Average 60 m temperature 
(units:deg C)",Average 10 m wind direction (scalar) (units: deg),Average 10 m wind speed (scalar) (units: m/s),Standard deviation of 10 m wind direction (units: deg),Average 10 m temperature (units: deg C),"Average dew point temperature (units: deg C)
",Average relative humidity (units: %),Average temperature difference/100m (units: deg C/100m),Total precipitation (units: mm),Average solar radiation (units: Watts/m**2),Average net radiation (units: Watts/m**2),Average barometric pressure (units: kPa),Average water vapor pressure (units: kPa),Average 10 cm soil temperature (units: deg C),Average 100 cm soil temperature (units: deg C),Average 10 ft soil temperature (units: deg C)
6,1,20,1930,D   ,241.0,4.3,8.7,1.5,249.9,2.7,10.1,1.4,-6.0,56.6,0.2,0.0,0.00,-19.80,99.62,0.39,1.4,5.3,9.3
6,1,20,2030,D   ,236.7,5.9,8.4,1.3,246.1,3.4,13.1,0.9,-5.6,60.2,0.9,0.0,0.00,-50.20,99.55,0.40,1.4,5.3,9.3
6,1,20,2130,D   ,238.8,5.7,4.3,0.8,254.3,3.3,8.7,0.3,-5.0,65.5,0.9,0.0,0.00,-45.30,99.50,0.42,1.4,5.3,9.3
6,1,20,2230,D   ,239.5,5.8,3.7,0.5,254.4,3.1,7.8,-0.2,-4.7,69.2,1.3,0.0,0.00,-49.80,99.44,0.43,1.4,5.3,9.3
6,1,20,2330,E   ,237.8,5.6,2.9,0.9,262.7,2.8,7.4,-0.6,-4.8,71.3,3.1,0.0,0.00,-34.30,99.38,0.43,1.4,5.3,9.3
6,1,20,2400,X   ,253.7,5.4,7.1,-0.1,256.5,3.8,10.9,-0.1,-5.4,67.8,0.0,0.0,98.60,18.50,99.64,0.41,1.4,5.3,9.3
7,1,20,30,E   ,248.0,5.0,5.1,0.2,259.5,2.7,5.9,-0.9,-5.3,70.1,2.2,0.0,0.00,-46.20,99.32,0.41,1.3,5.3,9.3
7,1,20,130,D   ,254.4,4.9,9.5,-0.1,255.1,2.5,9.3,-1.5,-5.7,72.5,2.8,0.0,0.00,-51.40,99.25,0.40,1.3,5.2,9.3
7,1,20,230,D   ,256.4,5.0,4.5,0.7,254.1,2.3,8.8,-1.8,-5.7,74.4,4.9,0.0,0.00,-29.50,99.21,0.40,1.3,5.2,9.3
7,1,20,330,D   ,235.9,6.0,4.6,-0.2,244.5,2.7,10.5,-1.7,-6.0,72.0,3.1,0.0,0.00,-43.20,99.17,0.39,1.2,5.2,9.3
7,1,20,430,D   ,236.3,6.0,6.3,-0.4,250.9,2.8,10.9,-1.6,-6.0,71.6,2.4,0.0,0.00,-32.50,99.16,0.39,1.2,5.3,9.3
7,1,20,530,D   ,234.6,4.9,3.1,-0.9,252.7,2.4,9.5,-1.6,-5.8,72.6,1.5,0.0,0.00,-19.90,99.15,0.40,1.2,5.3,9.3
7,1,20,630,D   ,235.2,4.7,4.2,-1.4,245.9,2.7,8.6,-1.7,-5.7,73.1,0.6,0.0,0.00,-24.30,99.14,0.40,1.2,5.3,9.3
7,1,20,730,D   ,234.0,4.3,7.0,-1.6,238.9,2.7,10.8,-1.7,-5.2,76.5,0.2,0.0,5.70,-8.30,99.16,0.41,1.1,5.3,9.3
7,1,20,830,C   ,245.0,4.1,7.7,-1.4,249.3,2.8,11.1,-1.3,-4.8,76.8,-0.1,0.0,80.10,8.70,99.22,0.43,1.1,5.3,9.3
7,1,20,930,C   ,261.4,5.2,9.4,0.2,258.4,4.5,11.7,0.5,-3.6,72.0,-0.6,0.0,271.30,142.40,99.30,0.47,1.1,5.3,9.3
7,1,20,1030,C   ,264.5,5.2,9.6,1.3,262.0,4.7,11.5,1.8,-2.7,69.9,-1.0,0.0,264.10,162.10,99.34,0.50,1.1,5.3,9.3
7,1,20,1130,C   ,267.0,6.8,11.2,2.1,267.2,5.4,12.7,2.8,-2.4,67.5,-1.3,0.0,417.10,247.90,99.31,0.52,1.1,5.3,9.3
7,1,20,1230,D   ,276.9,8.3,11.6,3.2,279.1,6.5,14.0,3.9,-2.2,63.2,-1.5,0.0,451.80,256.50,99.28,0.52,1.1,5.3,9.3
7,1,20,1330,D   ,278.6,8.3,11.7,3.2,281.1,6.4,14.2,3.9,-1.9,64.5,-1.3,0.0,359.70,192.30,99.32,0.53,1.1,5.4,9.3
7,1,20,1430,D   ,279.1,7.0,10.3,2.8,280.2,5.3,13.5,3.3,-2.5,64.2,-0.9,0.0,139.50,64.10,99.37,0.51,1.1,5.4,9.3
7,1,20,1530,C   ,273.9,5.8,12.3,2.6,274.6,4.3,16.2,2.9,-3.5,61.5,-0.6,0.0,70.40,22.90,99.40,0.47,1.1,5.4,9.3
7,1,20,1630,D   ,262.6,7.1,9.1,2.0,264.7,5.2,11.6,2.2,-3.3,65.2,-0.5,0.0,9.10,-16.90,99.40,0.48,1.2,5.3,9.3
7,1,20,1730,D   ,259.9,6.3,12.0,1.4,262.5,4.8,12.5,1.6,-2.8,70.8,-0.5,0.0,0.00,-20.00,99.40,0.50,1.2,5.3,9.3
7,1,20,1830,D   ,268.6,7.8,8.4,0.9,268.5,5.6,12.0,1.1,-3.3,70.7,-0.5,0.0,0.00,-17.50,99.42,0.48,1.2,5.3,9.3
7,1,20,1930,D   ,279.6,9.2,9.8,0.5,279.3,6.8,12.3,0.7,-4.0,69.2,-0.4,0.0,0.00,-31.20,99.45,0.46,1.3,5.3,9.3
7,1,20,2030,D   ,272.1,9.1,8.1,-0.1,273.2,6.0,11.7,0.0,-4.7,68.8,-0.3,0.0,0.00,-51.70,99.44,0.43,1.3,5.3,9.3
7,1,20,2130,D   ,270.2,8.8,7.9,-0.7,270.6,5.7,10.6,-0.7,-5.1,69.7,-0.2,0.0,0.00,-61.20,99.42,0.42,1.3,5.3,9.3
7,1,20,2230,D   ,277.4,8.2,8.8,-1.2,278.1,5.6,11.1,-1.2,-5.8,69.9,-0.1,0.0,0.00,-68.20,99.41,0.40,1.2,5.3,9.3
7,1,20,2330,D   ,280.0,8.8,8.0,-1.7,281.3,6.3,11.6,-1.6,-6.5,68.1,-0.2,0.0,0.00,-69.40,99.41,0.38,1.2,5.3,9.2
7,1,20,2400,X   ,263.7,6.5,7.7,0.5,267.8,4.4,11.5,0.3,-4.3,69.8,0.3,0.0,86.20,21.10,99.31,0.45,1.2,5.3,9.3
8,1,20,30,D   ,285.9,8.1,9.7,-2.5,287.0,6.0,12.8,-2.4,-7.6,66.5,-0.3,0.0,0.00,-73.40,99.43,0.35,1.2,5.3,9.2
8,1,20,130,D   ,290.0,8.8,10.9,-3.2,291.7,6.5,13.4,-3.1,-9.7,60.4,-0.3,0.0,0.00,-76.10,99.49,0.29,1.2,5.3,9.2
8,1,20,230,D   ,294.8    1,0.0,9.8,-4.5,297.6,7.5,13.8,-4.3   -,14.8,44.2,-0.4,0.0,0.00,-81.90,99.59,0.20,1.2,5.3,9.2
8,1,20,330,D   ,300.6,9.5,9.4,-5.9,301.9,6.9,13.2,-5.7   -,15.8,45.7,-0.4,0.0,0.00,-78.90,99.70,0.18,1.1,5.3,9.2
8,1,20,430,D   ,307.3,8.1,10.5,-6.9,310.9,6.0,13.8,-6.6   -,14.4,55.5,-0.4,0.0,0.00,-73.20,99.80,0.20,1.1,5.3,9.2
8,1,20,530,D   ,331.6,6.7,12.5,-7.7,332.2,4.6,18.2,-7.4   -,14.3,60.1,-0.5,0.0,0.00,-67.30,99.93,0.20,1.1,5.3,9.2
8,1,20,630,D   ,328.7,6.6,12.6,-9.1,331.1,4.7,16.2,-8.9   -,16.8,55.4,-0.5,0.0,0.00,-76.60   1,0.05,0.17,1.0,5.3,9.2
8,1,20,730,D   ,319.8,4.3,12.9,-9.6,317.5,3.3,15.7,-9.4   -,16.4,60.2,-0.4,0.0,23.60,-65.10   1,0.17,0.17,1.0,5.3,9.2
8,1,20,830,C   ,323.3,4.4,12.8,-9.5,323.6,3.8,16.1,-9.2   -,16.3,59.2,-0.6,0.0,156.20,3.90   1,0.32,0.17,1.0,5.3,9.2
8,1,20,930,C   ,340.1,4.7,14.7,-9.3,341.0,3.9,21.8,-8.9   -,17.2,53.3,-0.9,0.0,299.70,154.70   1,0.46,0.16,1.0,5.3,9.2
8,1,20,1030,B   ,344.8,3.4,19.9,-8.7,351.4,3.2,29.3,-8.2   -,17.1,51.1,-1.1,0.0,406.00,232.60   1,0.50,0.16,1.0,5.3,9.2
8,1,20,1130,B   ,3.2,2.5,35.3,-7.8,5.2,2.5,43.2,-7.2   -,16.7,48.6,-1.2,0.0,453.20,273.00   1,0.47,0.17,1.0,5.3,9.2
8,1,20,1230,B   ,34.7,1.8,61.5,-6.7,65.4,2.2,42.8,-6.1   -,16.3,46.0,-1.2,0.0,444.40,267.70   1,0.44,0.17,0.9,5.3,9.2
8,1,20,1330,B   ,86.4,1.6,33.0,-6.0,90.2,1.9,45.4,-5.5   -,16.3,43.5,-0.9,0.0,298.10,162.20   1,0.43,0.17,0.9,5.3,9.2
8,1,20,1430,C   ,78.2,3.1,13.5,-5.7,82.9,2.9,17.0,-5.2   -,16.4,42.5,-1.1,0.0,173.90,95.40   1,0.41,0.17,0.9,5.3,9.2
8,1,20,1530,C   ,104.7,3.5,17.9,-5.7,113.4,3.2,16.1,-5.2   -,17.2,39.9,-0.8,0.0,114.00,32.00   1,0.45,0.16,0.9,5.3,9.2
8,1,20,1630,D   ,96.7,4.4,9.0,-6.2,100.6,3.5,14.1,-5.9   -,14.9,50.9,-0.6,0.0,21.50,-27.80   1,0.49,0.19,0.9,5.3,9.2
8,1,20,1730,D   ,100.1,5.2,8.1,-7.2,102.9,3.8,11.1,-7.0   -,13.2,63.8,-0.4,0.0,0.00,-45.00   1,0.43,0.22,0.9,5.3,9.2
8,1,20,1830,D   ,102.3,5.3,7.9,-7.4,105.7,3.7,11.1,-7.2   -,13.0,66.5,-0.3,0.0,0.00,-45.10   1,0.42,0.23,0.9,5.3,9.2
8,1,20,1930,D   ,96.5,5.7,8.4,-7.3,97.7,3.9,11.6,-7.2   -,12.5,68.7,-0.2,0.0,0.00,-45.60   1,0.37,0.23,0.9,5.3,9.2
8,1,20,2030,D   ,103.2,6.2,8.3,-7.1,105.5,4.3,11.9,-7.0   -,12.0,70.3,-0.2,0.0,0.00,-47.80   1,0.32,0.25,0.8,5.3,9.2
8,1,20,2130,D   ,100.0,6.6,7.1,-7.0,101.8,4.5,11.5,-6.9   -,11.7,71.7,-0.2,0.0,0.00,-48.30   1,0.24,0.25,0.8,5.3,9.2
8,1,20,2230,D   ,101.3,6.6,7.0,-6.8,102.9,4.4,11.3,-6.8   -,11.3,73.3,-0.1,0.0,0.00,-50.10   1,0.19,0.26,0.8,5.3,9.2
8,1,20,2330,D   ,101.3,6.9,6.5,-6.7,101.3,4.7,10.4,-6.6   -,11.0,73.9,-0.1,0.0,0.00,-49.40   1,0.12,0.27,0.8,5.3,9.2
8,1,20,2400,X   ,0.8,5.6,15.2,-6.8,1.8,4.2,21.1,-6.6   -,14.3,57.1,-0.5,0.0,99.60,11.20   1,0.18,0.21,1.0,5.3,9.2
9,1,20,30,D   ,100.0,7.0,6.1,-6.4,99.9,4.7,10.4,-6.4   -,10.7,74.2,0.0,0.0,0.00,-53.90   1,0.04,0.27,0.8,5.3,9.2
9,1,20,130,D   ,104.1,6.9,7.7,-6.0,101.9,4.5,11.4,-6.0   -,10.4,73.4,-0.1,0.0,0.00,-45.10,99.97,0.28,0.8,5.3,9.2
9,1,20,230,D   ,111.2,6.5,7.7,-5.4,108.1,4.2,10.9,-5.4   -,10.0,72.0,0.0,0.0,0.00,-39.60,99.92,0.29,0.8,5.3,9.2
9,1,20,330,D   ,128.3,6.5,9.7,-4.0,123.9,4.2,12.8,-4.1,-9.4,68.2,0.1,0.0,0.00,-36.70,99.84,0.30,0.8,5.3,9.2
9,1,20,430,D   ,136.4,6.6,10.7,-3.1,135.5,4.6,14.6,-2.9,-8.3,67.4,-0.3,0.0,0.00,-31.60,99.75,0.33,0.8,5.3,9.2
9,1,20,530,D   ,146.6,6.3,11.0,-2.0,145.1,4.2,14.9,-1.8,-7.3,66.4,-0.2,0.0,0.00,-18.80,99.67,0.35,0.8,5.3,9.2
9,1,20,630,D   ,154.6,6.3,11.0,-0.6,154.7,4.5,15.1,-0.4,-6.2,63.8,-0.4,0.0,0.00,-4.90,99.63,0.39,0.8,5.3,9.2
9,1,20,730,D   ,159.2,6.6,11.7,0.4,159.5,4.4,16.1,0.7,-5.4,62.3,-0.5,0.0,5.50,1.30,99.60,0.41,0.8,5.3,9.2
9,1,20,830,D   ,164.8,7.7,10.7,1.5,167.8,5.2,14.5,1.8,-3.8,65.4,-0.5,0.0,24.10,13.10,99.54,0.46,0.8,5.3,9.2
9,1,20,930,D   ,174.6,9.1,11.6,3.1,180.1,5.6,16.7,3.3,-2.1,66.3,-0.3,0.0,25.40,14.40,99.48,0.53,0.8,5.3,9.2
9,1,20,1030,D   ,183.4    1,0.3,10.9,5.6,191.8,6.7,14.2,5.8,-1.3,59.4,-0.3,0.0,21.00,15.20,99.40,0.55,0.8,5.4,9.2
9,1,20,1130,D   ,189.6    1,0.6,9.2,5.8,197.4,6.8,12.1,5.9,0.7,67.2,-0.1,0.4,12.90,6.90,99.33,0.65,0.8,5.4,9.2
9,1,20,1230,D   ,189.3    1,0.1,9.6,6.6,194.4,6.8,12.4,6.5,2.1,72.4,0.2,0.0,14.80,11.10,99.22,0.71,0.8,5.4,9.2
9,1,20,1330,D   ,190.6    1,1.4,9.6,8.2,196.6,7.8,12.5,8.2,1.9,63.2,-0.1,0.0,78.30,55.70,99.15,0.70,0.8,5.4,9.2
9,1,20,1430,D   ,189.8    1,1.1,9.9,8.9,196.6,7.8,12.6,9.2,2.6,62.8,-0.6,0.0,137.30,83.20,99.13,0.74,0.8,5.4,9.2
9,1,20,1530,D   ,192.0    1,0.8,9.8,9.1,198.3,7.7,12.7,9.4,3.2,64.4,-0.6,0.0,64.30,30.80,99.16,0.77,0.8,5.4,9.2
9,1,20,1630,D   ,192.4    1,1.0,9.6,9.3,199.6,7.8,12.0,9.5,3.9,67.1,-0.5,0.0,8.80,-6.90,99.18,0.81,0.8,5.4,9.2
9,1,20,1730,D   ,197.5    1,0.4,10.5,9.4,203.1,7.5,13.0,9.6,5.1,72.3,-0.5,0.0,0.00,-3.90,99.24,0.88,0.8,5.4,9.2
9,1,20,1830,D   ,202.6,9.2,10.6,9.1,209.9,6.7,13.8,9.4,6.2,79.4,-0.6,0.0,0.00,-0.70,99.29,0.95,0.8,5.4,9.2
9,1,20,1930,D   ,203.0    1,0.1,10.1,9.3,209.9,7.1,14.1,9.6,6.9,82.5,-0.6,0.0,0.00,-1.70,99.32,1.00,0.8,5.4,9.2
9,1,20,2030,D   ,203.6,9.3,10.2,9.2,211.1,6.7,13.3,9.5,7.2,84.3,-0.6,0.0,0.00,-5.50,99.31,1.02,0.8,5.4,9.2
9,1,20,2130,D   ,203.7,9.2,9.6,9.2,209.9,6.6,13.6,9.5,7.4,85.7,-0.6,0.0,0.00,-0.50,99.33,1.03,0.8,5.4,9.2
9,1,20,2230,D   ,206.1,8.3,10.2,9.1,209.9,6.0,13.5,9.4,7.5,86.3,-0.6,0.0,0.00,-0.20,99.38,1.04,0.8,5.4,9.2
9,1,20,2330,D   ,210.4,8.6,10.1,9.5,216.5,6.0,14.2,9.8,8.3,88.9,-0.7,0.0,0.00,0.10,99.39,1.10,0.8,5.4,9.2
9,1,20,2400,X   ,179.3,8.7,9.8,4.0,185.2,6.0,13.5,4.2,-0.5,71.5,-0.4,1.3,16.40,-0.80,99.47,0.65,0.8,5.4,9.2
10,1,20,30,D   ,211.4,8.5,9.2,9.6,214.7,6.1,13.7,10.0,8.7,90.9,-0.7,0.0,0.00,0.10,99.41,1.13,0.8,5.4,9.2
10,1,20,130,D   ,212.8,8.1,9.0,9.6,214.8,5.8,13.4,9.9,8.9,91.8,-0.7,0.0,0.00,0.10,99.46,1.14,0.9,5.4,9.2
10,1,20,230,D   ,211.3,7.3,9.8,9.3,216.8,5.0,13.3,9.7,9.1,94.6,-0.7,0.0,0.00,0.40,99.51,1.16,0.9,5.4,9.2
10,1,20,330,D   ,207.4,5.7,8.9,8.9,208.3,4.2,11.5,9.2,9.3,98.7,-0.6,0.0,0.00,1.30,99.51,1.17,1.0,5.4,9.2
10,1,20,430,D   ,189.2,6.5,6.2,8.4,191.6,3.7,10.7,8.6,8.8,99.5,-0.6,0.0,0.00,1.50,99.51,1.13,1.0,5.4,9.2
10,1,20,530,D   ,191.2,4.9,7.6,8.0,191.7,3.4,10.4,8.3,8.5   1,0.1,-0.5,0.0,0.00,1.60,99.54,1.11,1.1,5.4,9.2
10,1,20,630,D   ,192.6,5.6,6.4,8.0,196.4,3.3,10.1,8.2,8.6   1,0.8,-0.3,0.0,0.00,1.70,99.58,1.12,1.2,5.4,9.2
10,1,20,730,D   ,185.5,3.8,8.2,7.9,186.1,2.3,12.2,8.0,8.5   1,1.1,-0.3,0.0,2.20,3.50,99.63,1.11,1.3,5.4,9.2
10,1,20,830,D   ,186.1,4.6,54.5,7.9,3.0,6.2,36.5,8.0,8.5   1,1.4,-0.3,0.0,15.50,13.00,99.67,1.11,1.4,5.4,9.2
10,1,20,930,D   ,181.1,3.3,7.9,8.1,7.2    2,0.8,25.8,8.3,8.9   1,1.6,-0.5,0.0,30.50,24.00,99.73,1.14,1.4,5.4,9.2
10,1,20,1030,D   ,777.7,0.8   7,77.7,8.2,358.5    3,4.2,26.5,8.5,9.0   1,1.6,-0.6,0.2,39.70,29.80,99.78,1.15,1.5,5.4,9.2
10,1,20,1130,C   ,58.0,1.4,26.7,8.4,21.2,2.6,24.6,8.7,9.1   1,1.5,-0.5,0.0,66.40,47.70,99.73,1.16,1.6,5.4,9.2
10,1,20,1230,D   ,47.8,3.0,19.5,7.2,52.0,2.8,15.2,7.5,8.0   1,1.5,-0.5,0.0,49.10,35.90,99.67,1.08,1.7,5.4,9.2
10,1,20,1330,D   ,56.5,4.8,16.4,4.8,57.6,3.6,14.8,5.1,5.7   1,1.6,-0.6,0.0,34.40,25.60,99.58,0.92,1.8,5.4,9.2
10,1,20,1430,D   ,63.1,5.9,10.2,4.2,69.7,4.2,12.7,4.5,5.0   1,1.6,-0.5,0.0,38.80,28.70,99.49,0.88,1.8,5.4,9.2
10,1,20,1530,D   ,67.5,4.3,17.4,3.7,59.1,3.3,14.8,4.0,4.5   1,1.6,-0.5,0.0,10.90,7.80,99.52,0.84,1.9,5.4,9.2
10,1,20,1630,D   ,51.7,4.7,10.1,3.3,54.4,3.6,14.3,3.5,4.0   1,1.5,-0.4,0.0,1.70,0.80,99.49,0.82,2.0,5.4,9.2
10,1,20,1730,D   ,54.8,5.5,7.3,3.3,59.6,3.8,12.8,3.5,4.0   1,1.5,-0.4,0.0,0.00,-0.70,99.40,0.82,2.0,5.4,9.2
10,1,20,1830,D   ,56.9,6.1,6.9,3.4,63.9,4.0,12.5,3.6,4.1   1,1.5,-0.4,0.0,0.00,-0.30,99.32,0.82,2.1,5.4,9.2
10,1,20,1930,D   ,51.1,5.8,8.4,3.3,55.3,4.3,14.2,3.5,4.1   1,1.5,-0.4,0.0,0.00,-0.40,99.18,0.82,2.1,5.4,9.2
10,1,20,2030,D   ,39.9,5.6,10.0,3.2,47.2,4.2,13.8,3.4,3.9   1,1.5,-0.4,4.4,0.00,0.70,99.10,0.81,2.1,5.4,9.1
10,1,20,2130,D   ,26.1,6.6,9.6,2.8,33.4,4.2,17.0,3.0,3.5   1,1.5,-0.4,7.0,0.00,2.10,99.06,0.79,2.2,5.4,9.1
10,1,20,2230,D   ,27.8,7.9,9.9,2.4,34.1,5.0,16.1,2.6,3.1   1,1.3,-0.4,4.0,0.00,1.30,98.91,0.77,2.2,5.4,9.1
10,1,20,2330,D   ,24.1,7.8,9.3,2.3,33.5,5.0,14.8,2.5,2.9   1,0.7,-0.3,3.0,0.00,0.40,98.86,0.76,2.2,5.4,9.1
10,1,20,2400,X   ,100.7,5.4,13.7,6.1,24.1,6.1,17.0,6.3,6.6   1,0.0,-0.5    2,2.9,12.10,9.40,99.44,0.99,1.6,5.4,9.2
11,1,20,30,D   ,21.3    1,0.0,8.5,2.1,29.2,6.0,15.2,2.3,2.8   1,0.0,-0.3,4.4,0.00,0.60,98.80,0.75,2.2,5.3,9.1
11,1,20,130,D   ,15.3    1,0.1,9.7,2.2,22.8,5.6,18.5,2.3,2.7,99.0,-0.3,3.2,0.00,-1.10,98.79,0.74,2.2,5.3,9.1
11,1,20,230,D   ,22.6,9.1,9.6,2.2,30.6,5.3,16.6,2.4,2.7,98.0,-0.3,1.0,0.00,-1.30,98.81,0.74,2.3,5.3,9.1
11,1,20,330,D   ,27.8,9.3,9.9,2.4,36.0,6.0,16.0,2.6,2.8,97.4,-0.3,1.2,0.00,-1.90,98.76,0.75,2.3,5.2,9.1
11,1,20,430,D   ,24.6    1,0.1,10.1,2.0,32.2,6.4,16.8,2.2,2.5,97.7,-0.3,0.4,0.00,-2.60,98.70,0.73,2.3,5.2,9.1
11,1,20,530,D   ,22.2    1,2.1,9.5,1.3,30.6,7.3,17.0,1.5,1.7,98.2,-0.4,0.0,0.00,-2.80,98.68,0.69,2.3,5.2,9.1
11,1,20,630,D   ,19.0    1,2.9,10.6,0.3,27.3,7.8,17.0,0.5,0.7,96.8,-0.4,0.0,0.00,-3.70,98.77,0.64,2.3,5.2,9.1
11,1,20,730,D   ,18.9    1,3.0,10.3,-0.4,27.5,7.3,17.2,-0.2,-0.3,95.9,-0.4,0.0,1.70,-2.00,98.86,0.60,2.3,5.2,9.1
11,1,20,830,D   ,25.5    1,2.3,10.1,-0.6,33.4,7.6,16.4,-0.4,-0.6,94.6,-0.5,0.0,20.60,13.10,98.85,0.58,2.3,5.1,9.1
11,1,20,930,D   ,29.5    1,1.5,12.2,-0.4,37.8,7.6,16.2,-0.2,-0.4,95.5,-0.5,0.0,53.50,37.70,98.80,0.59,2.2,5.1,9.1
11,1,20,1030,D   ,31.3    1,0.0,11.7,-0.2,37.5,6.7,17.7,0.0,-0.2,95.1,-0.4,0.0,40.00,28.50,98.87,0.60,2.2,5.1,9.1
11,1,20,1130,D   ,25.2,9.2,19.8,-0.4,29.2,6.4,16.9,-0.1,-0.2,96.7,-0.6,0.0,59.00,41.80,98.87,0.60,2.2,5.1,9.1
11,1,20,1230,D   ,9.5    4,4.2,12.2,-0.6,36.0,6.4,17.1,-0.3,-0.5,96.2,-0.5,0.0,82.10,58.60,98.79,0.59,2.2,5.1,9.1
11,1,20,1330,D 99,999.0 9999,9.0 999,99.0,-0.6,40.6,6.6,15.5,-0.3,-0.7,94.8,-0.6,0.0,76.50,55.30,98.76,0.58,2.1,5.1,9.1
11,1,20,1430,D 99,999.0 9999,9.0 999,99.0,-0.7,38.5,6.0,16.2,-0.4,-0.7,95.4,-0.5,0.0,50.30,36.30,98.72,0.58,2.1,5.1,9.1
11,1,20,1530,D 99,999.0 9999,9.0 999,99.0,-0.8,37.4,5.8,16.8,-0.5,-0.8,95.3,-0.5,0.0,18.50,12.00,98.73,0.58,2.1,5.1,9.1
11,1,20,1630,D 99,999.0 9999,9.0 999,99.0,-1.1,16.5,4.5,20.0,-0.8,-1.1,96.9,-0.5,0.2,2.50,-0.70,98.87,0.56,2.1,5.1,9.1
11,1,20,1730,D 99,999.0 9999,9.0 999,99.0,-1.7,24.5,5.7,18.4,-1.4,-1.8,96.2,-0.6,0.2,0.00,-3.20,98.87,0.54,2.1,5.0,9.1
11,1,20,1830,D 99,999.0 9999,9.0 999,99.0,-1.9,26.7,5.7,17.3,-1.6,-2.2,95.0,-0.6,0.6,0.00,-3.00,98.85,0.52,2.0,5.0,9.1
11,1,20,1930,D 99,999.0 9999,9.0 999,99.0,-2.0,28.4,5.9,16.5,-1.7,-2.2,95.3,-0.6,0.6,0.00,-3.30,98.82,0.52,2.0,5.0,9.1
11,1,20,2030,D 99,999.0 9999,9.0 999,99.0,-2.3,15.3,4.5,19.2,-1.9,-2.5,95.6,-0.6,0.2,0.00,-3.40,98.84,0.51,2.0,5.0,9.1
11,1,20,2130,D 99,999.0 9999,9.0,0.0,-2.8,338.0,3.5,18.3,-2.5,-3.1,96.3,-0.6,0.0,0.00,-3.20,99.04,0.49,1.9,5.0,9.1
11,1,20,2230,D 99,999.0 9999,9.0 999,99.0,-4.2,323.9,4.7,14.0,-3.8,-4.8,94.8,-0.7,0.0,0.00,-2.70,99.16,0.43,1.9,5.0,9.1
11,1,20,2330,D 99,999.0 9999,9.0,0.0,-4.4,326.1,4.5,13.9,-4.1,-5.6,91.3,-0.7,0.0,0.00,-3.20,99.26,0.40,1.8,5.0,9.1
11,1,20,2400,X 99,999.0 9999,9.0 999,99.0,-0.5,26.2,6.0,16.9,-0.3,-0.5,96.2,-0.5    2,4.6,16.90,10.20,98.84,0.60,2.1,5.1,9.1
12,1,20,30,D 99,999.0 9999,9.0,0.0,-4.8,325.6,3.6,15.5,-4.4,-6.1,90.4,-0.7,0.0,0.00,-5.20,99.37,0.39,1.8,5.0,9.1
12,1,20,130,D 99,999.0 9999,9.0,0.0,-4.8,326.1,2.9,17.4,-4.5,-6.3,89.3,-0.7,0.0,0.00,-6.30,99.52,0.38,1.8,5.0,9.1
12,1,20,230,D 99,999.0 9999,9.0,0.0,-5.2,324.5,3.4,13.9,-4.8,-6.7,88.9,-0.7,0.0,0.00,-4.50,99.63,0.37,1.7,5.0,9.1
12,1,20,330,E 99,999.0 9999,9.0,0.0,-5.2,348.7,2.5,21.5,-4.9,-6.8,88.9,-0.8,0.0,0.00,-4.00,99.66,0.37,1.7,5.0,9.1
12,1,20,430,D 99,999.0 9999,9.0 999,99.0,-5.1,322.9,2.4,17.3,-4.7,-6.8,88.4,-0.8,0.0,0.00,-4.40,99.79,0.37,1.6,4.9,9.1
12,1,20,530,F 99,999.0 9999,9.0 999,99.0,-5.1,315.0,1.9,22.9,-4.7,-6.7,88.6,-0.8,0.0,0.00,-4.90,99.91,0.37,1.6,4.9,9.1
12,1,20,630,F 99,999.0 9999,9.0 999,99.0,-5.0,299.5,1.3,18.2,-4.7,-6.5,88.8,-0.7,0.0,0.00,-5.40   1,0.00,0.38,1.6,4.9,9.1
12,1,20,730,D 99,999.0 9999,9.0 999,99.0,-4.8,310.4,1.1,27.5,-4.4,-6.2,89.8,-0.8,0.0,6.10,-1.80   1,0.06,0.38,1.5,4.9,9.1
12,1,20,830,D 99,999.0 9999,9.0 999,99.0,-4.6,100.0,1.1,36.9,-4.2,-6.0,89.1,-0.8,0.0,24.50,7.90   1,0.12,0.39,1.5,4.9,9.1
12,1,20,930,B 99,999.0 9999,9.0,0.0,-4.3,84.5,1.3,26.9,-3.9,-5.7,89.0,-0.8,0.0,65.60,27.60   1,0.20,0.40,1.5,4.9,9.1
12,1,20,1030,C 99,999.0 9999,9.0,0.0,-3.8,97.3,2.1,22.6,-3.3,-5.0,89.0,-1.0,0.0,148.30,66.40   1,0.24,0.42,1.4,4.9,9.1
12,1,20,1130,C 99,999.0 9999,9.0,0.0,-3.2,122.3,2.3,21.6,-2.7,-4.3,88.9,-1.0,0.0,165.50,75.30   1,0.21,0.44,1.4,4.9,9.1
12,1,20,1230,C 99,999.0 9999,9.0,0.0,-2.6,134.5,2.8,16.6,-2.1,-3.8,88.0,-1.1,0.0,140.70,64.40   1,0.18,0.46,1.4,4.9,9.1
12,1,20,1330,C 99,999.0 9999,9.0,0.0,-2.3,132.1,3.0,13.3,-1.8,-3.4,89.0,-1.0,0.0,96.60,43.70   1,0.12,0.48,1.4,4.9,9.1
