0,732,3,2,4823,10.560,337.84,293.10,67.797,29.476,557.33,350.59,99999
99,0.76,0,54,0.960,99999,99999,99999,99999,     B ,111111001,11111111,110000
 M  ,1,4,20,1430,10.037,372.41,362.35,64.686,13.314,0.0000,99999,99999
0,708,6,2,240,10.218,405.77,391.17,82.694,15.366,442.19,269.46,99999
99,0.77,1,54,0.307,99999,99999,99999,99999,     B ,111111001,11111111,110000
 M  ,1,4,20,1445,10.333,341.37,326.67,50.950,16.808,0.0000,99999,99999
0,739,5,2,6152,10.595,364.31,338.84,63.453,21.416,374.33,228.55,99999
99,0.77,1,55,0.036,99999,99999,99999,99999,     B ,111111001,11111111,110000
 M  ,1,4,20,1500,9.8807,470.58,463.82,69.932,9.7119,0.0000,99999,99999
0,776,8,3,3147,10.182,459.70,446.17,83.346,13.895,422.83,265.33,99999
99,0.76,9,59,0.775,99999,99999,99999,99999,     B ,111111001,11111111,110000
 H  ,1,4,20,1500,10.132,378.94,358.50,60.396,18.813,0.0000,99999,99999
0,739,3,2,0.609,10.389,391.90,362.98,75.50,20.956,449.2,278.5,99999
9,9.7,7,   ,56.0,5.6720,5.4900,6.6870,99999,     B ,111111001,11111111,111110
 M  ,1,4,20,1515,9.9949,478.35,468.29,68.691,11.747,0.0000,99999,99999
0,788,9,3,5350,10.381,499.35,484.31,83.488,14.056,593.09,356.70,99999
99,0.76,7,59,0.988,99999,99999,99999,99999,     B ,111111001,11111111,110000
 M  ,1,4,20,1530,9.9675,403.87,395.28,62.047,11.815,0.0000,99999,99999
0,777,5,3,3301,10.361,407.23,390.90,70.013,16.220,517.39,294.58,99999
99,0.77,9,59,0.600,99999,99999,99999,99999,     B ,111111001,11111111,110000
 M  ,1,4,20,1545,9.7098,489.47,484.58,81.000,8.0979,0.0000,99999,99999
0,771,8,3,2238,10.370,484.17,471.33,93.234,13.188,480.98,267.05,99999
99,0.79,6,59,0.458,99999,99999,99999,99999,     B ,111111001,11111111,110000
 M  ,1,4,20,1600,9.7236,471.55,457.91,76.178,13.777,0.0000,99999,99999
0,761,6,3,386,10.142,474.66,451.06,94.244,18.059,347.24,174.60,99999
99,0.80,5,59,0.598,99999,99999,99999,99999,     C ,111111001,11111111,110000
 H  ,1,4,20,1600,9.849,460.81,448.05,72.442,13.480,0.0000,99999,99999
0,775,0,3,0.282,10.313,466.35,443.40,85.84,15.498,484.7,273.2,99999
9,9.7,9,   ,59.7,5.8650,5.5010,6.6870,99999,     B ,111111001,11111111,111110
 M  ,1,4,20,1615,9.8018,457.23,448.41,75.240,11.249,0.0000,99999,99999
0,762,4,3,550,10.366,436.43,426.51,86.643,12.210,381.59,192.29,99999
99,0.79,7,59,0.071,99999,99999,99999,99999,     B ,111111001,11111111,110000
 M  ,1,4,20,1630,9.6492,438.62,434.87,63.756,7.4873,0.0000,0.00,5.93
0,758,5,2,9815,10.138,408.01,391.73,75.683,16.179,324.39,149.11,0.00
99,0.79,6,59,0.541,99999,99999,99999,-3.806,     C ,111111111,11111111,1110001
 M  ,1,4,20,1645,9.6008,449.75,444.20,67.136,8.9998,0.0000,0.00,16.36
0,758,2,2,9757,10.032,405.75,391.45,75.917,15.207,275.37,112.98,0.03
99,0.79,5,60,0.000,99999,99999,99999,-0.137,     C ,111111111,11111111,1110001
